text_original	text_random	text_role_rev	text_rel_1	text_syn	text_voice_switch	pron	pron_index	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_rand	answerA	answerA_syn	answerB	answerB_syn	correctAnswer	Name_A	Name_B
We went to the lake ,  because a shark had been seen at the ocean beach ,  so   it was a safer place to swim .	But we can't tell it all now and then have no new excitement later '' . We went to the lake , because a shark had been seen at the ocean beach , so it was a safer place to swim . Not that Mr. Hedison does not make the most of his role .		we went to the lake , that is close to the swimming pool , , because a shark had been seen at the ocean beach , so it was a safer place to swim .	we went to the lagoon ,  because a shark had been seen at the beach ,  so   it was a safer place to swim .	The lake was gone to by us , because a shark had been seen at the ocean beach , so it was a safer place to swim .	it	18	20	17	27	34	the lake	the lagoon	the ocean beach	the beach	A		
We went to the lake ,  because a shark had been seen at the ocean beach ,  so   it was a dangerous place to swim .	Aid plans revamped We went to the lake , because a shark had been seen at the ocean beach , so it was a dangerous place to swim . Person To Person ventilates the home lives of Johnny Mercer and Joan Collins -- both in Southern California ( Channel 5 at 10:30 ) KQED Summer Music Festival features a live concert by the Capello De Musica ( Channel 9 at 8:30 ) .		we went to the lake , that is close to the swimming pool , , because a shark had been seen at the ocean beach , so it was a dangerous place to swim .	we went to the lagoon ,  because a shark had been seen at the beach ,  so   it was a dangerous place to swim .	The lake was gone to by us , because a shark had been seen at the ocean beach , so it was a dangerous place to swim .	it	18	20	17	27	21	the lake	the lagoon	the ocean beach	the beach	B		
Sam tried to paint a picture of shepherds with sheep ,  but   they ended up looking more like golfers .	The victim , Norman B. Wiley , 38 , of the 900 block North Charles Street , was treated for cuts at Franklin Square Hospital after the robbery . Sam tried to paint a picture of shepherds with sheep , but they ended up looking more like golfers . It fell to Chancellor Kimpton , now a Standard Oil ( Indiana ) executive , to spend his nine-year reign tidying up Chicago after the 21-year typhoon of Idealist Robert Maynard Hutchins .		Sam tried to paint a picture of shepherds , who were out in the wilderness , with sheep , but they ended up looking more like golfers .	sam tried to paint a picture of herders with cattle ,  but   they ended up looking more like golfers .	-	they	12	-	12	20	41	the shepherds	the herders	the sheep	the cattle	A		
Sam tried to paint a picture of shepherds with sheep ,  but   they ended up looking more like dogs .	The odds thus appear favorable that the secretary's neck may be spared . Sam tried to paint a picture of shepherds with sheep , but they ended up looking more like dogs . A year later they were 4-13 .		Sam tried to paint a picture of shepherds , who were out in the wilderness , with sheep , but they ended up looking more like dogs .	sam tried to paint a picture of herders with cattle ,  but   they ended up looking more like dogs .	-	they	12	-	12	20	25	the shepherds	the herders	the sheep	the cattle	B		
Mary tucked her daughter Anne into bed ,  so that   she could work .	The panels will stay up until they are replaced next summer . Mary tucked her daughter Anne into bed , so that she could work . `` I was an art major in college '' , Miss Baldrige explained .		mary , who you know from the group therapy sessions at stephanie's , tucked her daughter anne into bed , so that she could work .	sara tucked her daughter anne into bed ,  so that   she could work .	The daughter , Anne , was tucked into bed by Anne , so that she could work .	she	10	14	10	22	22	mary	sara	mary's daughter	sara's daughter	A		
Mary tucked her daughter Anne into bed ,  so that   she could sleep .	Then last season the Birds tumbled as low as 11-18 on May 19 before recovering to make a race of it and total 86 victories . Mary tucked her daughter Anne into bed , so that she could sleep . The college teacher needs the stimulus of communication with other faculty members but he also needs to feel that such communication , even informal debates over the luncheon table , are a contribution to the total good of the institution .		mary , who you know from the sleep therapy sessions with pam , tucked her daughter anne into bed , so that she could sleep .	sara tucked her daughter anne into bed ,  so that   she could sleep .	The daughter , Anne , was tucked into bed by Anne , so that she could sleep .	she	10	14	10	22	36	mary	sara	mary's daughter	sara's daughter	B		
Fred and Alice had very warm down coats ,  but  they were not prepared for the cold in Alaska .	But the greater reason for fumbling , stumbling American leadership is due to the shock her pride suffered when the Japanese attacked at Pearl Harbor . Fred and Alice had very warm down coats , but they were not prepared for the cold in Alaska . `` Bore me '' ? ?		fred and alice , who he knows from the sleep therapy sessions with pam , had very warm down coats , but they were not prepared for the cold in alaska .	patrick and cora had very warm down jackets ,  but  they were not prepared for the cold in alaska .	-	they	10	-	10	22	36	fred and alice	patrick and cora	coats	jackets	A		
Fred and Alice had very warm down coats ,  but  they were not enough for the cold in Alaska .	The driver admitted he was the Dresbachs' son and all three were taken to the Edgewater Station , police said . Fred and Alice had very warm down coats , but they were not enough for the cold in Alaska . American Catholic colleges and universities are , in a very real sense , the product of `` private enterprise '' -- the `` private enterprise '' of religious communities .		fred and alice , who he had discussed winter clothes with , had very warm down coats , but they were not enough for the cold in alaska .	patrick and cora had very warm down jackets ,  but  they were not enough for the cold in alaska .	-	they	10	-	10	19	31	fred and alice	patrick and cora	coats	jackets	B		
Thomson visited Cooper's grave in 1765 .  At that date  he had been travelling for five years .	John had a job in a small firm where the work was dull and monotonous . Thomson visited Cooper's grave in 1765 . At that date he had been travelling for five years . `` Everything went real smooth '' , the sheriff said .		thomson , who you know from a book about jackson's contemporaries , visited cooper's grave in 1765 . at that date he had been travelling for five years .	johnson visited drake's grave in 1765 .  at that date  he had been travelling for five years .	Cooper's grave was visited by Thomson in 1765 . At that date he had been travelling for five years .	he	10	12	10	21	26	thomson	johnson	cooper	drake	A		
Thomson visited Cooper's grave in 1765 .  At that date  he had been dead for five years .	All in all , Montgomery calls for a leader who will anticipate and dominate the events that surround him . Thomson visited Cooper's grave in 1765 . At that date he had been dead for five years . For some compulsive reason which would have fascinated Dr. Freud , Communists of all shapes and sizes almost invariably impute to others the very motives which they harbor themselves .		thomson , who you know from a book about jackson's contemporaries , visited cooper's grave in 1765 . at that date he had been dead for five years .	johnson visited drake's grave in 1765 .  at that date  he had been dead for five years .	Cooper's grave was visited by Thomson in 1765 . At that date he had been dead for five years .	he	10	12	10	3	30	thomson	johnson	cooper	drake	B		
Jackson was greatly influenced by Arnold ,  though   he lived two centuries later .	Show spotlights the Kings -- George Worth , Bill Kay , Frank Ciciulla and Gene Wilson , flanked by Dave Grossman and Ron Stevens . Jackson was greatly influenced by Arnold , though he lived two centuries later . While this is baking , saute mushrooms , fresh or canned , in butter .		jackson , who we know from a book about jackson's contemporaries , was greatly influenced by arnold , though he lived two centuries later .	travis was greatly influenced by bailey ,  though   he lived two centuries later .	Arnold greatly influenced Jackson , though he lived two centuries later .	he	8	6	8	19	33	jackson	travis	arnold	bailey	A		
Jackson was greatly influenced by Arnold ,  though   he lived two centuries earlier .	Many of our very best friends are reformers . Jackson was greatly influenced by Arnold , though he lived two centuries earlier . Does it put the label of un-American or subversive on everyone with whom it disagrees politically ? ?		jackson , who she had discussed with blaire and carlo , was greatly influenced by arnold , though he lived two centuries earlier .	travis was greatly influenced by bailey ,  though   he lived two centuries earlier .	Arnold greatly influenced Jackson , though he lived two centuries earlier .	he	8	6	8	18	17	jackson	travis	arnold	bailey	B		
I can't cut that tree down with that axe ;  it is too thick .	No matter that it is his troops who rape Western women and eat Western men . I can't cut that tree down with that axe ; it is too thick . To both persons and ideas he brought the same delighted interest , the same open-minded relish for what was unique in each , the same discriminating sensibility and quicksilver intelligence , the same gallantry of judgment .		I can't cut that tree , which is known for being one of the oldest trees in this part of town , down with that axe ; it is too thick .	i can't cut that bush down with that hatchet ;  it is too thick .	The tree could not be cut with that axe by me ;  it is too thick .	it	10	12	10	27	26	the tree	the bush	the axe	the hatchet	A		
I can't cut that tree down with that axe ;  it is too small .	For it is the family that , in China , has always provided social security for the indigent , the sick , the down-and-out members of the clan . I can't cut that tree down with that axe ; it is too small . The secretary's greatest achievement is perhaps the rekindling of NATO realization that East-West friction , wherever it take place around the globe , is in essence the general conflict between two entirely different societies , and must be treated as such without regard to geographical distance or lack of apparent connection .		I can't cut that tree , which is known for being one of the oldest trees in this part of town , down with that axe ; it is too small .	i can't cut that bush down with that hatchet ;  it is too small .	The tree could not be cut with that axe by me ; it is too small .	it	10	12	10	27	39	the tree	the bush	the axe	the hatchet	B		
The foxes are getting in at night and attacking the chickens .  I shall have to kill  them .	He earnestly urged a cease-fire . The foxes are getting in at night and attacking the chickens . I shall have to kill them . and the incisive style with which Charlotte Rae delivers the top-drawer Hart lyrics of `` I Blush '' , a song that was cut from `` A Connecticut Yankee '' .		the foxes , which you had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . i shall have to kill them .	the mutts are getting in at night and attacking the hens .  i shall have to kill  them .	The chickens are being attacked by the foxes which are getting in at night . I shall have to kill them .	them	16	20	17	31	22	the foxes	the mutts	the chickens	the hens	A		
The foxes are getting in at night and attacking the chickens .  I shall have to guard  them .	Dr. Melvin W. Barnes , superintendent , said he thought the schools were waiting for some leadership , perhaps on the national level , to make sure that whatever steps of planning they took would `` be more fruitful '' , and that he had found that other school districts were not as far along in their planning as this district . The foxes are getting in at night and attacking the chickens . I shall have to guard them . In the very week of our war against Katanga , we make a $133 million grant to Kwame Nkrumah , who has just declared his solidarity with the Communist bloc , and is busily turning his own country into a totalitarian dictatorship .		the foxes , which he had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . i shall have to guard them .	the mutts are getting in at night and attacking the hens .  i shall have to guard  them .	The chickens are being attacked by the foxes which are getting in at night . I shall have to guard them .	them	16	20	17	31	78	the foxes	the mutts	the chickens	the hens	B		
The foxes are getting in at night and attacking the chickens .    They have gotten very bold .	the Army , Navy and Air Force , among others , may question Secretary Freeman's claim that the high estate of United States agriculture is the `` strongest deterrent '' to the spread of communism . The foxes are getting in at night and attacking the chickens . They have gotten very bold . Senator Mundt's gross distortion of President Eisenhower's conversation into a denunciation of President Kennedy as too left wing , a statement Mr. Eisenhower declared to be entirely false , is another case in point .		the foxes , which he had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . they have gotten very bold .	the mutts are getting in at night and attacking the hens .    they have gotten very bold .	The chickens are being attacked by the foxes which are getting in at night .  They have gotten very bold .	They	12	15	12	26	48	the foxes	the mutts	the chickens	the hens	A		
The foxes are getting in at night and attacking the chickens .    They have gotten very nervous .	Goodis voiced his objection before City Council's Finance Committee . The foxes are getting in at night and attacking the chickens . They have gotten very nervous . It is high time the United States began to realize that the God-given rights of men set forth in that document are applicable today to Katanga .		the foxes , which she had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . they have gotten very nervous .	the mutts are getting in at night and attacking the hens .    they have gotten very nervous .	The chickens are being attacked by the foxes which are getting in at night .  They have gotten very nervous .	They	12	15	12	26	22	the foxes	the mutts	the chickens	the hens	B		
Fred covered his eyes with his hands ,  because the wind was blowing sand around .  He opened  them when the wind stopped .	`` We'll have the problem of baseball at one end and weather at the other '' . Fred covered his eyes with his hands , because the wind was blowing sand around . He opened them when the wind stopped . Mr. Hodges is so hopeful over the outlook that he doesn't think there will be any need of a cut in income taxes .		fred covered his eyes , which you had seen covered in gauze when they were infected , with his hands , because the wind was blowing sand around . he opened them when the wind stopped .	fred covered his eyes with his palms ,  because the wind was blowing sand around .  he opened  them when the wind stopped .	Fred's eyes were covered with his hands , because the wind was blowing sand around . He opened them when the wind stopped .	them	17	18	18	31	34	his eyes	his eyes	his hands	his palms	A		
Fred covered his eyes with his hands ,  because the wind was blowing sandaround .  He lowered  them when the wind stopped .	It was the cry of not just one heart ; ; Fred covered his eyes with his hands , because the wind was blowing sandaround . He lowered them when the wind stopped . Perhaps , as Mr. Freeman says , American agriculture may stop the Communists , but it is also swindling the American taxpayer .		fred covered his eyes , which you had seen covered in gauze when they were infected , with his hands , because the wind was blowing sandaround . he lowered them when the wind stopped .	fred covered his eyes with his palms ,  because the wind was blowing sandaround .  he lowered  them when the wind stopped .	Fred's eyes were covered with his hands , because the wind was blowing sand around . He opened them and the wind stopped .	them	17	18	17	30	28	his eyes	his eyes	his hands	his palms	B		
The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured   it was too hard to pronounce .	Participating members may attend five of the concerts for $9 ( not all ten concerts as was erroneously announced earlier in The Chronicle ) . The actress used to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was too hard to pronounce . The situation with regard to the Southern Pacific was therefore a special one and not necessarily applicable to other situations in other industries .		the actress used to be named terpsichore , which he had seen in an old manuscript about Hephaestus , but she changed it to tina a few years ago , because she figured it was too hard to pronounce .	the actress used to be named aphrodite ,  but she changed it to abby a few years ago ,  because she figured   it was too hard to pronounce .	The actress used to be named Terpsichore , but it was changed to Tina a few years ago , because she figured it was too hard to pronounce .	it	22	22	22	23	47	terpsichore	aphrodite	tina	abby	A		
The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured   it was easier to pronounce .	After all , Alger Hiss , subsequently convicted of perjury in denying that he gave secret State Department documents to Soviet agents , was at Yalta . The actress used to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was easier to pronounce . The past usefulness of the anti-trust laws to management was explained by Thurman Arnold , in The Folklore of Capitalism , back in 1937 .		the actress used to be named terpsichore , which he had seen in an old manuscript about Hephaestus , but she changed it to tina a few years ago , because she figured it was easier to pronounce .	the actress used to be named aphrodite ,  but she changed it to abby a few years ago ,  because she figured   it was easier to pronounce .	The actress used to be named Terpsichore , but it was changed to Tina a few years ago , because she figured it was too easier to pronounce .	it	22	22	22	23	49	terpsichore	aphrodite	tina	abby	B		
Fred watched TV while George went out to buy groceries .  After an hour he got up .	They indicated that stand-ins and picketing would be started if theater owners failed to cooperate . Fred watched TV while George went out to buy groceries . After an hour he got up . Alas , no such thing happened .		fred , who you know from last week's sit down with angelo , watched tv while george went out to buy groceries . after an hour he got up .	perry watched tv while jerold went out to buy groceries .  after an hour he got up .	TV was watched by Fred while George went out to buy groceries .  After an hour he got up .	he	14	16	14	26	30	fred	perry	george	jerold	A		
Fred watched TV while George went out to buy groceries .  After an hour he got back .	`` Several times I found the players pepping me up , where it usually is the coach who is supposed to deliver the fight talk . Fred watched TV while George went out to buy groceries . After an hour he got back . It took the U.N. three months to bring a modest form of order to the Congo .		fred , who you know from last week's sit down with angelo , watched tv while george went out to buy groceries . after an hour he got back .	perry watched tv while jerold went out to buy groceries .  after an hour he got back .	TV was watched by Fred while George went out to buy groceries . After an hour he got back .	he	14	16	14	26	40	fred	perry	george	jerold	B		
Fred was supposed to run the dishwasher ,  but he put it off ,   because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned   it on .	With a Democratic administration , party patronage would normally begin to flow to Mississippi if it had held its Democratic solidarity in the November election . Fred was supposed to run the dishwasher , but he put it off , because he wanted to watch TV . But the show turned out to be boring , so he changed his mind and turned it on . This could never happen in my native Chicago .		fred was supposed to run the dishwasher , that is known for breaking down when the washing machine is also used , , but he put it off , because he wanted to watch tv . but the show turned out to be boring , so he changed his mind and turned it on .	fred was supposed to run the dish washing machine ,  but he put it off ,   because he wanted to watch television .  but the show turned out to be boring ,  so he changed his mind and turned   it on .	The dishwasher was supposed to be run by Fred , but it was put off by him , because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned it on .	it	35	41	39	26	61	the dishwasher	the dish washing machine	the tv	the television	A		
Fred was supposed to run the dishwasher ,  but he put it off ,   because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned   it off .	As Player began his second round in a twosome with amateur Bill Hyndman , his share of the gallery was not conspicuously large for a contender . Fred was supposed to run the dishwasher , but he put it off , because he wanted to watch TV . But the show turned out to be boring , so he changed his mind and turned it off . , fourth in the league , to		fred was supposed to run the dishwasher , that is known for breaking down when the washing machine is also used , , but he put it off , because he wanted to watch tv . but the show turned out to be boring , so he changed his mind and turned it off .	fred was supposed to run the dish washing machine ,  but he put it off ,   because he wanted to watch television .  but the show turned out to be boring ,  so he changed his mind and turned   it off .	The dishwasher was supposed to be run by Fred , but it was put off by him , because he wanted to watch TV . But the show turned out to be boring , so he changed his mind and turned it off .	it	35	41	39	26	62	the dishwasher	the dish washing machine	the tv	the television	B		
Fred is the only man still alive who remembers my great-grandfather .   He is a remarkable man .	The net result is that under American leadership the general world situation has become bad . Fred is the only man still alive who remembers my great-grandfather . He is a remarkable man . And here is Kennan's image of Hitler , Stalin's temporary collaborator in the subjugation and oppression of weaker peoples , and his later enemy :		fred , who we know from the gathering where todd took us last week , is the only man still alive who remembers my great-grandfather . he is a remarkable man .	cosmo is the only man still alive who remembers my great-grandpa .   he is a remarkable man .	-	He	12	-	12	26	28	fred	cosmo	my great-grandfather	my great-grandpa	A		
Fred is the only man still alive who remembers my great-grandfather .   He was a remarkable man .	And it also stayed the hands of thousands of brooding incompetents who were meditating the abandonment of a sport whose frustrations were driving them to despair . Fred is the only man still alive who remembers my great-grandfather . He was a remarkable man . His technique is ample and his musical ideas are projected beautifully .		fred , who we know from the gathering where todd took us last week , is the only man still alive who remembers my great-grandfather . he was a remarkable man .	cosmo is the only man still alive who remembers my great-grandpa .   he was a remarkable man .	-	He	12	-	12	26	39	fred	cosmo	my great-grandfather	my great-grandpa	B		
Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father ,   he was twelve years old .	Then Kerr , a graduate student from Illinois , moved past him on a straightaway and held off Mills's challenge on the final turn . Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father , he was twelve years old . During the war , we set up schools for the teaching of psychological warfare , which included the teaching of propaganda , both black and white and the various shades of grey in between .		fred , who you know from the gathering where todd took us last week , is the only man alive who still remembers my father as an infant . when fred first saw my father , he was twelve years old .	cosmo is the only man alive who still remembers my old man as an infant . when cosmo first saw my old man ,   he was twelve years old .	-	he	22	-	24	36	47	fred	cosmo	my father	my old man	A		
Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father ,   he was twelve months old .	I think that readers generally hate minute polemics and recriminations . Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father , he was twelve months old . Only this time around the conditions are different and the choice is far harder .		fred , who we know from the gathering where todd took us last week , is the only man alive who still remembers my father as an infant . when fred first saw my father , he was twelve months old .	cosmo is the only man alive who still remembers my old man as an infant . when cosmo first saw my old man ,   he was twelve months old .	-	he	22	-	24	36	33	fred	cosmo	my father	my old man	B		
In July ,  Kamtchatka declared war on Yakutsk .  Since Yakutsk's army was much better equipped and ten times larger ,    they were defeated within weeks .	Reaction as expected In July , Kamtchatka declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were defeated within weeks . ( `` One of the reasons they get along fine '' , says a sportswriter who is friendly with the two men , `` is that both realize Mantle is head-and-shoulders above Maris '' .		In July , Kamtchatka , which is located near the southernmost part of Leraka , declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were defeated within weeks .	in july , yelizovo declared war on kapitonovka .  since kapitonovka's army was much better equipped and ten times larger ,    they were defeated within weeks .	In July , war was declared by Kamtchatka on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were defeated within weeks .	they	21	23	21	32	24	kamchatka	yelizovo	yakutsk	kapitonovka	A		
In July ,  Kamtchatka declared war on Yakutsk .  Since Yakutsk's army was much better equipped and ten times larger ,    they were victorious within weeks .	The program has worked well in both Nashville and Houston . In July , Kamtchatka declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks . He's been warbling in severe pain ; ;		In July , Kamtchatka , which is located near the southernmost part of Leraka , declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks .	in july ,  yelizovo declared war on kapitonovka .  since kapitonovka's army was much better equipped and ten times larger ,    they were victorious within weeks .	In July , war was declared by Kamtchatka on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks .	they	21	23	21	32	32	kamchatka	yelizovo	yakutsk	kapitonovka	B		
Look ! There is a minnow swimming right below that duck ! It had better get away to safety fast !	-- Encouraging by every means , all existing Assemblies of God churches to start new churches . Look ! There is a minnow swimming right below that duck ! It had better get away to safety fast ! I'm even going to try to get the whirling dervishes of Damascus '' ! !		Look ! There is a minnow , which we'd seen passing across with another type of fish earlier , swimming right below that duck ! It had better get away to safety fast !	look ! there is a cyprinid swimming right below that wigeon ! it had better get away to safety fast !	Look ! That duck is being swam right below by a minnow ! It had better get away to safety fast !	It	11	13	12	24	28	the minnow	the cyprinid fish	the duck	the wigeon	A		
Look ! There is a shark swimming right below that duck !  It had better get away to safety fast !	however , several pertinent considerations deserve recognition . Look ! There is a shark swimming right below that duck ! It had better get away to safety fast ! He has served in positions of greater glamour , both at home and abroad ; ;		Look ! There is a shark , which we'd seen passing across with another type of fish earlier , swimming right below that duck ! It had better get away to safety fast !	look ! there is a shark swimming right below that wigeon !  it had better get away to safety fast !	Look ! That shark is being swam right below by a minnow ! It had better get away to safety fast !	It	11	13	12	24	19	the shark	the great white shark	the duck	the wigeon	B		
Archaeologists have concluded that humans lived in Laputa 20,000 years ago .   They hunted for evidence on the river banks .	Traffic on nearly all the turnpikes has been growing . Archaeologists have concluded that humans lived in Laputa 20,000 years ago . They hunted for evidence on the river banks . In Minnesota , Arrowhead County and route 53 north to International Falls are outstanding .		archaeologists , who we know from last year's conference with academics from other fields , have concluded that humans lived in laputa 20,000 years ago . they hunted for evidence on the river banks .	paleographers have concluded that humans lived in laputa 20,000 years ago .   they hunted for evidence on the river banks .	It has been concluded by archaeologists that humans lived in Laputa 20,000 years ago . They hunted for evidence on the river banks .	They	14	20	12	26	24	archaeologists	paleographers	prehistoric humans	primeval humans	A		
Archaeologists have concluded that humans lived in Laputa 20,000 years ago .   They hunted for deer on the river banks .	Pittsburgh turned him down , just as Pittsburgh society had been snubbing him for years . Archaeologists have concluded that humans lived in Laputa 20,000 years ago . They hunted for deer on the river banks . Mrs. Joan Lichtenstein , for publicity ; ;		archaeologists , who she knows from last year's conference with academics from other fields , have concluded that humans lived in laputa 20,000 years ago . they hunted for deer on the river banks .	paleographers have concluded that humans lived in laputa 20,000 years ago .   they hunted for deer on the river banks .	It has been concluded by archaeologists that humans lived in Laputa 20,000 years ago . They hunted for deer on the river banks .	They	14	20	12	26	30	archaeologists	paleographers	prehistoric humans	primeval humans	B		
Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	A sailboat may have a bone in her teeth one minute and lie becalmed the next . Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago . Mail orders for the season and orders for single tickets at $2 , may be addressed to the society , 1044 Chestnut Street , San Francisco 9 .		Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	three species of aquatic vertebrates that have recently been found living in the indian ocean are being studied by biologists .   they began two years ago .	The scientists are studying three species of fish that have recently been found living in the Indian Ocean .  They began two years ago .	They	18	19	21	18	35	the scientists	the biologists	the fish	the aquatic vertebrate	A		
The scientists are studying three species of fish that have recently been found living in the Indian Ocean .   They appeared two years ago .	The Lenin tomb is obviously adequate for double occupancy , Moscow is a crowded city , and the creed of Communism deplores waste . The scientists are studying three species of fish that have recently been found living in the Indian Ocean . They appeared two years ago . The property included a one-story brick manufacturing building on 8,293 square feet of land .		the scientists , who you know from the discussion panel with universitry researchers , are studying three species of fish that have recently been found living in the indian ocean . they appeared two years ago .	the biologists are studying three species of aquatic vertebrates that have recently been found living in the indian ocean .   they appeared two years ago .	Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	They	18	20	20	31	42	the scientists	the biologists	the fish	the aquatic vertebrate	B		
The journalists interviewed the stars of the new movie .    They were very persistent ,  so the interview lasted for a long time .	But Keys worries that the Metrecal drinker will never make either the psychological or physiological adjustment to the idea of eating smaller portions of food . The journalists interviewed the stars of the new movie . They were very persistent , so the interview lasted for a long time . Here and there		the journalists , which you had seen on the tv show about 60s musicians , interviewed the stars of the new movie . they were very persistent , so the interview lasted for a long time .	the anchors interviewed the celebreties of the new movie .    they were very persistent ,  so the interview lasted for a long time .	The stars of the new movie were interviewed by the journalists . They were very persistent , so the interview lasted for a long time .	They	10	12	10	23	36	the journalists	the anchors	the stars	the celebreties	A		
The journalists interviewed the stars of the new movie .    They were very cooperative ,  so the interview lasted for a long time .	A young real estate salesman , Kern first got seriously interested in the problems posed by Communism when in the Navy Air Force . The journalists interviewed the stars of the new movie . They were very cooperative , so the interview lasted for a long time . His strong opposition to the transfer of Negro children to schools outside their own neighborhood , in the interest of integration , will be attacked by Negro leaders who have fought for , and achieved , this open or permissive enrollment .		the journalists , which she had seen on the tv show about 60s musicians , interviewed the stars of the new movie . they were very cooperative , so the interview lasted for a long time .	the anchors interviewed the celebreties of the new movie .    they were very cooperative ,  so the interview lasted for a long time .	The stars of the new movie were interviewed by the journalists . They were very cooperative , so the interview lasted for a long time .	They	10	12	10	23	34	the journalists	the anchors	the stars	the celebreties	B		
The police arrested all of the gang members .    They were trying to stop the drug trade in the neighborhood .	And third , the potato chip industry has taken on the flavor of a `` growth '' industry in the public mind of late . The police arrested all of the gang members . They were trying to stop the drug trade in the neighborhood . Huddle hearsay		the police , who you had discussed with the politicians , arrested all of the gang members . they were trying to stop the drug trade in the neighborhood .	the cops arrested all of the gangsters .    they were trying to stop the drug trade in the neighborhood .	All of the gang members were arrested by the police . They were trying to stop the drug trade in the neighborhood .	They	9	11	8	18	34	the police	the cops	the gang members	the gangsters	A		
The police arrested all of the gang members .    They were trying to run the drug trade in the neighborhood .	According to one report , however , Mr. Hammarskjold was considered `` too controversial '' a figure to warrant bestowal of the coveted honor last spring . The police arrested all of the gang members . They were trying to run the drug trade in the neighborhood . Student Council officers announced today the Kowalski family would be given the combined proceeds from a school dance held two weeks ago , and another dance for Fuhrmann's 770 students this Friday night .		the police , who he had discussed with the politicians , arrested all of the gang members . they were trying to run the drug trade in the neighborhood .	the cops arrested all of the gangsters .    they were trying to run the drug trade in the neighborhood .	All of the gang members were arrested by the police . They were trying to run the drug trade in the neighborhood .	They	9	11	8	18	36	the police	the cops	the gang members	the gangsters	B		
I put the cake away in the refrigerator .    It has a lot of butter in it .	Still , his finale is put together with taste and a most sensitive projection of that pale sustenance , despair . I put the cake away in the refrigerator . It has a lot of butter in it . But once the strike trend hits hoosegows , there is no telling how far it may go .		i put the cake , that is located at the far end of the cupboard right now , away in the refrigerator . it has a lot of butter in it .	i put the pie away in the fridge .    it has a lot of butter in it .	The cake was put away in the refrigerator by me . It has a lot of butter in it .	It	9	11	9	23	30	the cake	the pie	the refrigerator	the fridge	A		
I put the cake away in the refrigerator .    It has a lot of leftovers in it .	Innumerable motels from Tucson to New York boast swimming pools ( `` swim at your own risk '' is the hospitable sign poised at the brink of most pools ) . I put the cake away in the refrigerator . It has a lot of leftovers in it . They've been in Dallas since 1921 .		i put the cake , that is located at the far end of the cupboard right now , away in the refrigerator . it has a lot of leftovers in it .	i put the pie away in the fridge .    it has a lot of leftovers in it .	The cake was put away in the refrigerator by me . It has a lot of leftovers in it .	It	9	11	9	23	40	the cake	the pie	the refrigerator	the fridge	B		
Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be better .	But this year prospects may be better . Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be better . Mrs. Chase is the former Miss Mary Mullenax .		Sam broke both his ankles , which had already been in need of treatment for arthritis , and he's walking with crutches . But a month or so from now they should be better .	sam broke both his gliding joints and he's walking with aids .  but a month or so from now   they should be better .	-	they	18	-	19	30	26	the ankles	the gliding joints	the crutches	the aids	A		
Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be unnecessary .	In the two other cases he ruled that the state had been `` unable to make a case '' . Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be unnecessary . This is an ethical demand which cannot be evaded or glossed over by talking exclusively of weapon superiority or even of the evil of Communism .		Sam broke both his ankles , which had already been in need of treatment for arthritis , and he's walking with crutches . But a month or so from now they should be unnecessary .	sam broke both his gliding joints and he's walking with aids .  but a month or so from now   they should be unnecessary .	-	they	18	-	19	30	38	the ankles	the gliding joints	the crutches	the aids	B		
