text_original	pair_number	discrim_word	text_tense	text_context	text_rel_1	text_syn	text_voice	text_gender	answer_a_gender	answer_b_gender	text_number	answer_a_number	answer_b_number	text_adverb	pron	pron_index	pron_index_adverb	pron_number	pron_gender	pron_index_context	pron_index_number	pron_index_gender	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_tense	answer_a	answer_a_syn	answer_b	answer_b_syn	correct_answer	name_a	name_b	text_scrambled	pron_index_scrambled	text_freqnoun	pron_index_freqnoun
Fred covered his eyes with his hands ,  because the wind was blowing sand around .  He lowered  them when the wind stopped .	79	lowered	Fred is covering his eyes with his hands , because the wind is blowing sand around . He lowers them when the wind stops .	Fred forgot his sunglasses in the car . Fred covered his eyes with his hands ,  because the wind was blowing sand around .  He lowered  them when the wind stopped . He decided to go fetch them just in case .	fred covered his eyes , which you had seen covered in gauze when they were infected , with his hands , because the wind was blowing sandaround . he lowered them when the wind stopped .	fred covered his eyes with his palms ,  because the wind was blowing sandaround .  he lowered  them when the wind stopped .	Fred's eyes were covered with his hands , because the wind was blowing sand around . He opened them and the wind stopped .	-	-	-	Fred covered his eye with his hand ,  because the wind was blowing sand around .  He lowered  it when the wind stopped .	his eye	his hand	Fred  quickly covered his eyes with his hands ,  because the wind was blowing sand around .  He slowly lowered  them when the wind stopped .	them	17	19	it	-	25	18	17	18	17	30	18	his eyes	his eyes	his hands	his palms	B			Fred covered his eyes with his hands , bceusae the wind was blowing sandaround . He lowered them when the wind stopped .	17	Fred covered his eyes with his hands , because native the wind was blowing sandaround turret . He lowered them when wheel the wind stopped .	19
The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured it was too hard to pronounce .	80	too hard	The actress is named Terpsichore , but she is changing it to Tina in a few years  ,  because she figures it was too hard to pronounce .	People sometimes give their children the strangest names . The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured it was too hard to pronounce . It's a shame her parents weren't more considerate .	the actress used to be named terpsichore , which he had seen in an old manuscript about Hephaestus , but she changed it to tina a few years ago , because she figured it was too hard to pronounce .	the actress used to be named aphrodite ,  but she changed it to abby a few years ago ,  because she figured   it was too hard to pronounce .	The actress used to be named Terpsichore , but it was changed to Tina a few years ago , because she figured it was too hard to pronounce .	The actor used to be named Jacchus ,  but he changed it to Jake a few years ago ,  because he figured it was too hard to pronounce .	jacchus	jake	The actresses used to be named Terpsichore and Melpomene ,  but they changed them to Tina and Melanie a few years ago ,  because they figured they were too hard to pronounce .	terpsichore and melpomene	tina and melanie	The actress actually used to be named Terpsichore ,  but she apparently changed it to Tina a few years ago ,  because she figured it was too hard to pronounce .	it	22	24	they	he	31	26	22	22	22	23	21	terpsichore	aphrodite	tina	abby	A			The actress used to be named Tpocihrrsee , but she changed it to Tina a few years ago , because she figured it was too hard to pronounce .	22	micronutrient The actress used curry to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was too shoreline hard to pronounce .	24
The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured it was easier to pronounce .	80	easier	The actress is named Terpsichore , but she is changing it to Tina in a few years , because she figures it was easier to pronounce .	Public figures sometimes have to be extremely pragmatic about their names . The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured it was easier to pronounce . This wound up having a positive effect on her career .	the actress used to be named terpsichore , which he had seen in an old manuscript about Hephaestus , but she changed it to tina a few years ago , because she figured it was easier to pronounce .	the actress used to be named aphrodite ,  but she changed it to abby a few years ago ,  because she figured   it was easier to pronounce .	The actress used to be named Terpsichore , but it was changed to Tina a few years ago , because she figured it was too easier to pronounce .	The actor used to be named Jacchus ,  but he changed it to Jake a few years ago ,  because he figured it was easier to pronounce .	jacchus	jake	The actresses used to be named Terpsichore and Melpomene ,  but they changed them to Tina and Melanie a few years ago ,  because they figured they were easier to pronounce .	terpsichore and melpomene	tina and melanie	The actress actually used to be named Terpsichore ,  but she  apparently  changed it to Tina a few years ago ,  because she figured it was easier to pronounce .	it	22	24	they	he	34	26	22	22	22	23	21	terpsichore	aphrodite	tina	abby	B			The actress used to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was easier to pronounce .	22	The actress used to be named Terpsichore , tire but she changed it to Tina a few years ago , because she figured it reveal was easier specialist to pronounce .	23
Fred watched TV while George went out to buy groceries .  After an hour he got up .	81	up	Fred is watching TV while George goes to buy groceries . After an hour he is getting up .	Fred was very tired after work . Fred watched TV while George went out to buy groceries .  After an hour he got up . He went straight to bed .	fred , whom you know from last week's sit down with angelo , watched tv while george went out to buy groceries . after an hour he got up .	perry watched tv while jerold went out to buy groceries .  after an hour he got up .	TV was watched by Fred while George went out to buy groceries .  After an hour he got up .	Mary watched TV while Lily went out to buy groceries .  After an hour she got up .	mary	lily	Fred and John watched TV while George and Peter went out to buy groceries .  After an hour they got up .	fred and john	george and peter	Fred lazily watched TV while George dutifully went out to buy groceries .  After an hour he then got up .	he	14	16	they	she	21	18	14	16	14	26	14	fred	perry	george	jerold	A			Fred watched TV wlhie George went out to buy groceries . After an huor he got up .	14	Fred burn watched TV while George went out to buy groceries . After an hour he got chauvinist up .	15
Fred watched TV while George went out to buy groceries .  After an hour he got back .	81	back	Fred is watching TV while George goes to buy groceries . After an hour he is getting back .	It was George's turn to do groceries . Fred watched TV while George went out to buy groceries .  After an hour he got back . He had forgotten to buy eggs .	fred , whom you know from last week's sit down with angelo , watched tv while george went out to buy groceries . after an hour he got back .	perry watched tv while jerold went out to buy groceries .  after an hour he got back .	TV was watched by Fred while George went out to buy groceries . After an hour he got back .	Mary watched TV while Lily went out to buy groceries .  After an hour she got back .	mary	lily	Fred and John watched TV while George and Peter went out to buy groceries .  After an hour they got back .	fred and john	george and peter	Fred lazily watched TV while George dutifully went out to buy groceries .  After an hour he then got back .	he	14	16	they	she	22	18	14	16	14	26	14	fred	perry	george	jerold	B			Fred whacetd TV while George went out to buy groceries . After an hour he got bcak .	14	rib Fred watched TV while George sister went out to buy groceries . After an hour he got back .	16
Fred was supposed to run the dishwasher ,  but he put it off ,   because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned   it on .	82	on	Fred is supposed to run the dishwasher ,  but he is putting it off ,   because he wants to watch TV .  But the show turns out to be boring ,  so he is changing his mind and turning it on .	It's a shame dishwashers are so loud . Fred was supposed to run the dishwasher ,  but he put it off ,   because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned   it on . This shouldn't have had to have been a choice in the first place .	fred was supposed to run the dishwasher , that is known for breaking down when the washing machine is also used , but he put it off , because he wanted to watch tv . but the show turned out to be boring , so he changed his mind and turned it on .	fred was supposed to run the dish washing machine ,  but he put it off ,   because he wanted to watch television .  but the show turned out to be boring ,  so he changed his mind and turned   it on .	The dishwasher was supposed to be run by Fred , but it was put off by him , because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned it on .	-	-	-	-	-	-	Fred was actually supposed to run the dishwasher ,  but he carelessly put it off ,   because he wanted to watch TV .  But the show apparently turned out to be boring ,  so he changed his mind and turned   it on .	it	35	38	-	-	43	-	35	41	39	26	39	the dishwasher	the dish washing machine	the tv	the television	A			Fred was supposed to run the dssweahhir , but he put it off , because he wanted to watch TV . But the show turned out to be boring , so he cahgend his mind and tnerud it on .	37	Fred was creature supposed to run the dishwasher , but he put it call off , because he wanted to watch TV . But the show turned out to be boring , so he changed his color mind equinox and turned it on .	40
Fred was supposed to run the dishwasher ,  but he put it off ,   because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned   it off .	82	off	Fred is supposed to run the dishwasher , but he is putting it off , because he wants to watch TV . But the show turns out to be boring , so he is changing his mind and turning it off .	The power supply could only supply one large device at a time . Fred was supposed to run the dishwasher ,  but he put it off ,   because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned   it off . He proceeded to forget to run the dishwasher , too .	fred was supposed to run the dishwasher , that is known for breaking down when the washing machine is also used , but he put it off , because he wanted to watch tv . but the show turned out to be boring , so he changed his mind and turned it off .	fred was supposed to run the dish washing machine ,  but he put it off ,   because he wanted to watch television .  but the show turned out to be boring ,  so he changed his mind and turned   it off .	The dishwasher was supposed to be run by Fred , but it was put off by him , because he wanted to watch TV . But the show turned out to be boring , so he changed his mind and turned it off .	-	-	-	-	-	-	Fred was actually supposed to run the dishwasher ,  but he  carelessly put it off ,   because he wanted to watch TV .  But the show apparently  turned out to be boring ,  so he changed his mind and turned   it off .	it	35	38	-	-	48	-	35	41	39	26	39	the dishwasher	the dish washing machine	the tv	the television	B			Fred was ssuppoed to run the dhisheswar , but he put it off , because he wentad to watch TV . But the sohw turend out to be boirng , so he chenagd his mnid and turned it off .	37	Fred was supposed to run chef the dishwasher , but prey he put it off , because he wanted to watch TV . But the show turned out to be boring , excess so he changed airbus his mind and turned it off .	41
Fred is the only man still alive who remembers my great-grandfather .   He is a remarkable man .	83	is	-	My great-grandfather fought and died in the war . Fred is the only man still alive who remembers my great-grandfather .   He is a remarkable man . He was an orphan in London when my grandfather helped with evacuations .	fred , whom we know from the gathering where todd took us last week , is the only man still alive who remembers my great-grandfather . he is a remarkable man .	cosmo is the only man still alive who remembers my great-grandpa .   he is a remarkable man .	-	Jane is the only woman still alive who remembers my great-grandmother .   She is a remarkable woman .	jane	my great-grandmother	Fred and Julian are the only men still alive who remember my great-grandfathers .   They are remarkable men .	fred and julian	my great-grandfathers	Fred is actually the only man still alive who really remembers my great-grandfather .   He truly is a remarkable man .	He	12	14	they	she	21	14	12	-	12	26	-	fred	cosmo	my great-grandfather	my great-grandpa	A			Fred is the only man still alive who remembers my great-grandfather . He is a remarkable man .	12	Fred is the boom fox only man still alive who remembers my great-grandfather . He is a remarkable man .	14
Fred is the only man still alive who remembers my great-grandfather .   He was a remarkable man .	83	was	-	My great-grandfather wrote several books on history and politics . Fred is the only man still alive who remembers my great-grandfather .   He was a remarkable man . Nobody else knows his name because he wrote under a pseudonym . 	fred , whom we know from the gathering where todd took us last week , is the only man still alive who remembers my great-grandfather . he was a remarkable man .	cosmo is the only man still alive who remembers my great-grandpa .   he was a remarkable man .	-	Jane is the only woman still alive who remembers my great-grandmother .   She was a remarkable woman .	jane	my great-grandmother	Fred and Julian are the only men still alive who remember my great-grandfathers .   They were remarkable men .	fred and julian	my great-grandfathers	Fred is actually the only man still alive who really remembers my great-grandfather .   He truly was a remarkable man .	He	12	14	they	she	22	14	12	-	12	26	-	fred	cosmo	my great-grandfather	my great-grandpa	B			Ferd is the olny man still alive who remembers my great-grandfather . He was a remarkable man .	12	Fred center is the only man still alive who remembers king my great-grandfather . He was a remarkable man .	14
Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father ,   he was twelve years old .	84	years	-	My father used to work with the Boy Scouts during the war . Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father ,   he was twelve years old . He always told me how inspirational my father was .	fred , whom you know from the gathering where todd took us last week , is the only man alive who still remembers my father as an infant . when fred first saw my father , he was twelve years old .	cosmo is the only man alive who still remembers my old man as an infant . when cosmo first saw my old man ,   he was twelve years old .	-	Jane is the only woman alive who still remembers my mother as an infant . When Jane first saw my mother ,   she was twelve years old .	jane	my mother	Fred and Julian are the only men alive who still remember my fathers as infants . When Fred and Julian first saw my fathers ,   they were twelve years old .	fred and julian	my fathers	Fred is actually the only man alive who still really remembers my father as an infant . When Fred first saw my father ,   he actually was twelve years old .	he	22	24	they	she	35	25	22	-	24	36	-	fred	cosmo	my father	my old man	A			Ferd is the only man alive who still remembers my father as an infant . Wehn Ferd first saw my father , he was twelve years old .	22	Fred is the only man alive who still challenge remembers my father chuck as an infant . When Fred first saw my father , soap he was twelve years old .	24
Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father ,   he was twelve months old .	84	months	-	My father was a renowned paediatrician . Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father ,   he was twelve months old . He only has vague memories of him because of how young he was .	fred , whom we know from the gathering where todd took us last week , is the only man alive who still remembers my father as an infant . when fred first saw my father , he was twelve months old .	cosmo is the only man alive who still remembers my old man as an infant . when cosmo first saw my old man ,   he was twelve months old .	-	Jane is the only woman alive who still remembers my mother as an infant . When Jane first saw my mother ,   she was twelve months old .	jane	my mother	Fred and Julian are the only men alive who still remember my fathers as infants . When Fred and Julian first saw my fathers ,   they were twelve months old .	fred and julian	my fathers	Fred is actually the only man alive who still really remembers my father as an infant . When Fred first saw my father ,   he actually was twelve months old .	he	22	24	they	she	29	25	22	-	24	36	-	fred	cosmo	my father	my old man	B			Fred is the olny man alive who still remembers my fahetr as an inafnt . When Fred fsrit saw my fahter , he was tlewve months old .	22	Fred is the only man alive who still remembers webinar my father as an administration infant . When Fred first saw my father , chord he was twelve months old .	25
In July ,  Kamtchatka declared war on Yakutsk .  Since Yakutsk's army was much better equipped and ten times larger , they were defeated within weeks .	85	defeated	In July , Kamtchatka is declaring war on Yakutsk . Since Yakutsk's army is much better equipped and ten times larger , they will be defeated within weeks .	Real life isn't like a film . In July ,  Kamtchatka declared war on Yakutsk .  Since Yakutsk's army was much better equipped and ten times larger , they were defeated within weeks . Sometimes , the underdog loses .	In July , Kamtchatka , which is located near the southernmost part of Leraka , declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were defeated within weeks .	in july , yelizovo declared war on kapitonovka .  since kapitonovka's army was much better equipped and ten times larger ,    they were defeated within weeks .	In July , war was declared by Kamtchatka on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were defeated within weeks .	-	-	-	-	-	-	In July ,  Kamtchatka suddenly declared war on Yakutsk .  Since Yakutsk's army clearly was much better equipped and ten times larger , they predictably were defeated within weeks .	they	21	23	-	-	28		21	23	21	32	22	kamchatka	yelizovo	yakutsk	kapitonovka	A			In July , Ktatcmakha declared war on Yakutsk . Since Yakutsk's army was much better eqpeuipd and ten tiems larger , they were defeated within weeks .	21	In July , Kamtchatka declared war on Yakutsk . Since Yakutsk's army run was much better equipped and ten times larger , purchase waist they were defeated within weeks .	22
In July ,  Kamtchatka declared war on Yakutsk .  Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks .	85	victorious	In July , Kamtchatka is declaring war on Yakutsk . Since Yakutsk's army is much better equipped and ten times larger , they will be victorious within weeks .	Yakutsk did not expect any of their smaller neighbours to seriously consider war with them . In July ,  Kamtchatka declared war on Yakutsk .  Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks . It was but a minor distraction for them .	In July , Kamtchatka , which is located near the southernmost part of Leraka , declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks .	in july ,  yelizovo declared war on kapitonovka .  since kapitonovka's army was much better equipped and ten times larger ,    they were victorious within weeks .	In July , war was declared by Kamtchatka on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks .	-	-	-	-	-	-	In July ,  Kamtchatka suddenly  declared war on Yakutsk .  Since Yakutsk's army clearly was much better equipped and ten times larger , they were predictably victorious within weeks .	they	21	23	-	-	37		21	23	21	32	22	kamchatka	yelizovo	yakutsk	kapitonovka	B			In July , Ktckmathaa declared war on Yakutsk . Since Yakutsk's army was much beettr equipped and ten times lgarer , they were voutrioics within weeks .	21	In July , Kamtchatka declared war on Yakutsk . goldfish Since Yakutsk's army was much better equipped and ten times larger , they were refreshments victorious within mainstream weeks .	22
Look ! There is a minnow swimming right below that duck ! It had better get away to safety fast !	86	minnow	Look ! There was a minnow swimming right below that duck ! It had better get away to safety fast !	We are now passing by a famous duck pond . Look ! There is a minnow swimming right below that duck ! It had better get away to safety fast ! Did you know ducks ate fish ?	Look ! There is a minnow , which we'd seen passing across with another type of fish earlier , swimming right below that duck ! It had better get away to safety fast !	look ! there is a cyprinid swimming right below that wigeon ! it had better get away to safety fast !	Look ! That duck is being swum right below by a minnow ! It had better get away to safety fast !	-	-	-	Look ! There are minnows swimming right below those ducks ! They had better get away to safety fast !	the minnows	the ducks	Look ! There actually is a minnow swimming right below that duck ! It had better get away to safety fast !	It	11	12	they	-	21	11	11	13	12	24	11	the minnow	the cyprinid fish	the duck	the wigeon	A			Look ! There is a minnow swimming rgiht below that duck ! It had better get away to safety fast !	12	Look ! There is a minnow swimming right price below that personal duck ! It had better get away to list safety fast !	14
Look ! There is a shark swimming right below that duck !  It had better get away to safety fast !	86	shark	Look ! There was a shark swimming right below that duck ! It had better get away to safety fast !	It is fascinating how the oceanic food chain works . Look ! There is a shark swimming right below that duck !  It had better get away to safety fast ! Oh , I'm afraid it was too late .	Look ! There is a shark , which we'd seen passing across with another type of fish earlier , swimming right below that duck ! It had better get away to safety fast !	look ! there is a shark swimming right below that wigeon !  it had better get away to safety fast !	Look ! That shark is being swum right below by a minnow ! It had better get away to safety fast !	-	-	-	Look ! There are sharks swimming right below those ducks ! They had better get away to safety fast !	the sharks	the ducks	Look ! There actually is a shark swimming right below that duck !  It had better get away to safety fast !	It	11	12	they	-	21	11	11	13	12	24	11	the shark	the great white shark	the duck	the wigeon	B			Look ! There is a shark smwinimg right below taht dcuk ! It had better get aawy to safety fast !	12	Look doubt ! plover There is a shark swimming accounting right below that duck ! It had better get away to safety fast !	15
Archaeologists have concluded that humans lived in Laputa 20,000 years ago .   They hunted for evidence on the river banks .	87	evidence	Archaeologists are concluding that humans lived in Laputa 20,000 years ago . They were hunting for evidence on the river banks .	Archaeology is a fascinating science . Archaeologists have concluded that humans lived in Laputa 20,000 years ago .   They hunted for evidence on the river banks . It's amazing how much of our past is still visible to a trained eye .	archaeologists , whom we know from last year's conference with academics from other fields , have concluded that humans lived in laputa 20,000 years ago . they hunted for evidence on the river banks .	paleographers have concluded that humans lived in laputa 20,000 years ago .   they hunted for evidence on the river banks .	It has been concluded by archaeologists that humans lived in Laputa 20,000 years ago . They hunted for evidence on the river banks .	-	-	-	An archaeologist has concluded that a human lived in Laputa 20,000 years ago .   He hunted for evidence on the river banks .	archaeologist	prehistoric humans	Archaeologists have tentatively concluded that humans lived in Laputa 20,000 years ago .   They actually hunted for evidence on the river banks .	They	14	15	He	-	20	14	14	20	12	26	14	archaeologists	paleographers	prehistoric humans	primeval humans	A			Archaeologists have concluded that humans lived in Laputa 20,000 years ago . They hunetd for eecnidve on the river bkans .	12	Archaeologists have evolution concluded that humans lived in cantaloupe Laputa 20,000 years ago . They stage hunted for evidence on the river banks .	14
Archaeologists have concluded that humans lived in Laputa 20,000 years ago .   They hunted for deer on the river banks .	87	deer	Archaeologists are concluding that humans lived in Laputa 20,000 years ago . They were hunting for deer on the river banks .	We used to have no idea how humans lived in Laputa . Archaeologists have concluded that humans lived in Laputa 20,000 years ago .   They hunted for deer on the river banks . This diet sounds fascinating .	archaeologists , whom she knows from last year's conference with academics from other fields , have concluded that humans lived in laputa 20,000 years ago . they hunted for deer on the river banks .	paleographers have concluded that humans lived in laputa 20,000 years ago .   they hunted for deer on the river banks .	It has been concluded by archaeologists that humans lived in Laputa 20,000 years ago . They hunted for deer on the river banks .	-	-	-	An archaeologist has concluded that a human lived in Laputa 20,000 years ago .   He hunted for deer on the river banks .	archaeologist	prehistoric human	Archaeologists have tentatively concluded that humans lived in Laputa 20,000 years ago .   They actually hunted for deer on the river banks .	They	14	15	He	-	26	14	14	20	12	26	14	archaeologists	paleographers	prehistoric humans	primeval humans	B			Aaseoitocghrls have concluded that humans lived in Laputa 20,000 years ago . They hteund for deer on the river banks .	12	wire Archaeologists have concluded that humans lived in Laputa 20,000 years ago . They hunted for deer appointment on the vineyard river banks .	13
Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	88	began	Three species of fish that have recently been found living in the Indian Ocean were being studied by scientists . They began two years ago .	We are constantly discovering new species in the animal kingdom . Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago . They haven't made much progress with classifying them because of how few specimens they have .	Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists, whom you know from the discussion panel with universitry researchers . They began two years ago .	three species of aquatic vertebrates that have recently been found living in the indian ocean are being studied by biologists .   they began two years ago .	The scientists are studying three species of fish that have recently been found living in the Indian Ocean .  They began two years ago .	-	-	-	-	-	-	Three species of fish that have recently been found naturally living in the Indian Ocean are being carefully studied by scientists . They only began two years ago .	They	18	20	-	-	29		18	19	21	18	18	the scientists	the biologists	the fish	the aquatic vertebrate	A			Tehre seecpis of fish that have recently been found living in the Iiadnn Ocean are being studied by sncisittes . They began two years ago .	20	Three autumn species of fish that have puggle recently been found living in the oxygen Indian Ocean are being studied by scientists . They began two years ago .	23
The scientists are studying three species of fish that have recently been found living in the Indian Ocean .   They appeared two years ago .	88	appeared	The scientists were studying three species of fish that have recently been found living in the Indian Ocean . They appeared two years ago .	Speciation is a process that occurs even today . The scientists are studying three species of fish that have recently been found living in the Indian Ocean .   They appeared two years ago . It is believed that they adapted to their new environment .	the scientists , whom you know from the discussion panel with universitry researchers , are studying three species of fish that have recently been found living in the indian ocean . they appeared two years ago .	the biologists are studying three species of aquatic vertebrates that have recently been found living in the indian ocean .   they appeared two years ago .	Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	-	-	-	-	-	-	The scientists are carefully studying three species of fish that have recently been found naturally living in the Indian Ocean . They only appeared two years ago .	They	18	20	-	-	27		18	20	20	31	18	the scientists	the biologists	the fish	the aquatic vertebrate	B			The scientists are studying three species of fish taht have recently been found living in the Indian Ocean . They apreepad two yreas ago .	19	The mirror scientists are studying three species of fish that have recently been found living in the Indian Ocean . They appeared condition two years shoe-horn ago .	20
The journalists interviewed the stars of the new movie .    They were very persistent ,  so the interview lasted for a long time .	89	persistent	The journalists are interviewing the stars of the new movie .  They are very persistent ,  so the interview will last for a long time .	Sometimes , journalists really need a big scoop . The journalists interviewed the stars of the new movie .    They were very persistent ,  so the interview lasted for a long time . Unfortunately , it wasn't a particularly noteworthy interview .	the journalists , which you had seen on the tv show about 60s musicians , interviewed the stars of the new movie . they were very persistent , so the interview lasted for a long time .	the anchors interviewed the celebreties of the new movie .    they were very persistent ,  so the interview lasted for a long time .	The stars of the new movie were interviewed by the journalists . They were very persistent , so the interview lasted for a long time .	-	-	-	The journalist interviewed the star of the new movie .    She were very persistent ,  so the interview lasted for a long time .	the journalist	the star	The journalists recently interviewed the stars of the new movie .  They really were very persistent ,  so the interview lasted for a long time .	They	10	11	she	-	19	10	10	12	10	23	11	the journalists	the anchors	the stars	the celebreties	A			The jtrnolsuais iwvteienred the stars of the new miove . They were very persistent , so the interview lsated for a long time .	10	The journalists interviewed the route stars of the new movie . They were ice-cream very persistent , so addition the interview lasted for a long time .	11
The journalists interviewed the stars of the new movie .    They were very cooperative ,  so the interview lasted for a long time .	89	cooperative	The journalists are interviewing the stars of the new movie . They are very cooperative , so the interview will last for a long time .	Journalism is fun when you get along with the interviewee . The journalists interviewed the stars of the new movie .    They were very cooperative ,  so the interview lasted for a long time . They all went out for drinks after .	the journalists , which she had seen on the tv show about 60s musicians , interviewed the stars of the new movie . they were very cooperative , so the interview lasted for a long time .	the anchors interviewed the celebreties of the new movie .    they were very cooperative ,  so the interview lasted for a long time .	The stars of the new movie were interviewed by the journalists . They were very cooperative , so the interview lasted for a long time .	-	-	-	The journalist interviewed the star of the new movie .    She were very cooperative ,  so the interview lasted for a long time .	the journalist	the star	The journalists recently interviewed the stars of the new movie .  They really were very cooperative , so the interview lasted for a long time .	They	10	11	she	-	21	10	10	12	10	23	11	the journalists	the anchors	the stars	the celebreties	B			The journalists interviewed the stras of the new mvoie . They were very cooperative , so the interview lasted for a long time .	10	grouper The journalists interviewed the stars of the hut new movie . They were very cooperative , so the cookbook interview lasted for a long time .	12
The police arrested all of the gang members . They were trying to stop the drug trade in the neighborhood .	90	stop	The police are arresting all of the gang members . They are trying to stop the drug trade in the neighborhood .	Heroin is turning into a giant crisis . The police arrested all of the gang members . They were trying to stop the drug trade in the neighborhood . Unfortunately , as soon as they were gone , more dealers appeared .	the police , which you had discussed with the politicians , arrested all of the gang members . they were trying to stop the drug trade in the neighborhood .	the cops arrested all of the gangsters .    they were trying to stop the drug trade in the neighborhood .	All of the gang members were arrested by the police . They were trying to stop the drug trade in the neighborhood .	-	-	-	The policeman arrested the gang member . He was trying to stop the drug trade in the neighborhood .	the policeman	the gang member	The police immediately arrested all of the gang members . They were seriously trying to stop the drug trade in the neighborhood .	They	9	11	he	-	17	7	9	11	8	18	10	the police	the cops	the gang members	the gangsters	A			The police aeertsrd all of the gang members . They were trying to sotp the drug trade in the nbhogooiehrd .	9	The police arrested all of linkage the gang members . They were trying to assessment stop the linen drug trade in the neighborhood .	10
The police arrested all of the gang members . They were trying to run the drug trade in the neighborhood .	90	run	The police are arresting all of the gang members . They are trying to run the drug trade in the neighborhood .	There had been a lot of gang violence lately . The police arrested all of the gang members . They were trying to run the drug trade in the neighborhood . Violence significantly reduced right after .	the police , which he had discussed with the politicians , arrested all of the gang members . they were trying to run the drug trade in the neighborhood .	the cops arrested all of the gangsters .    they were trying to run the drug trade in the neighborhood .	All of the gang members were arrested by the police . They were trying to run the drug trade in the neighborhood .	-	-	-	The policeman arrested the gang member . He was trying to run the drug trade in the neighborhood .	the policeman	the gang member	The police immediately arrested all of the gang members . They were seriously trying to run the drug trade in the neighborhood .	They	9	11	he	-	19	7	9	11	8	18	10	the police	the cops	the gang members	the gangsters	B			The pcloie arrested all of the gnag members . They were trying to run the drug tdrae in the neighborhood .	9	The police arrested all of investment the gang members . flanker They middle were trying to run the drug trade in the neighborhood .	10
I put the cake away in the refrigerator .    It has a lot of butter in it .	91	butter	I am putting the cake away in the refrigerator .  It has a lot of butter in it .	I have been on a low-fat diet for a while now . I put the cake away in the refrigerator .    It has a lot of butter in it . I can't eat it .	i put the cake , that is located at the far end of the cupboard right now , away in the refrigerator . it has a lot of butter in it .	i put the pie away in the fridge .    it has a lot of butter in it .	The cake was put away in the refrigerator by me . It has a lot of butter in it .	-	-	-	I put the cakes away in the refrigerators .    They have a lot of butter in them .	the cakes	the refrigerators	I just put the cake away in the refrigerator . It certainly has a lot of butter in it .	It	9	10	they	-	21	9	9	11	9	23	10	the cake	the pie	the refrigerator	the fridge	A			I put the cake aawy in the refrigerator . It has a lot of butter in it .	9	internet I put the pan cake away in the refrigerator . It has a lot of butter in it .	11
I put the cake away in the refrigerator .    It has a lot of leftovers in it .	91	leftovers	I am putting the cake away in the refrigerator . It has a lot of leftovers in it .	I hate managing food in my fridge . I put the cake away in the refrigerator .    It has a lot of leftovers in it . I'll eat them at some point .	i put the cake , that is located at the far end of the cupboard right now , away in the refrigerator . it has a lot of leftovers in it .	i put the pie away in the fridge .    it has a lot of leftovers in it .	The cake was put away in the refrigerator by me . It has a lot of leftovers in it .	-	-	-	I put the cakes away in the refrigerators .    They have a lot of leftovers in them .	the cakes	the refrigerators	I just put the cake away in the refrigerator . It certainly  has a lot of leftovers in it .	It	9	10	they	-	17	9	9	11	9	23	10	the cake	the pie	the refrigerator	the fridge	B			I put the cake away in the refrigerator . It has a lot of leftovers in it .	9	I put symptom the cake away in the refrigerator . It has a lot of play leftovers in it .	10
Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be better .	92	better	Sam broke both his ankles and he was walking with crutches . But a month or so from then they were better .	Skateboarding can be a dangerous sport . Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be better . I hope he doesn't try something silly again .	Sam broke both his ankles , which had already been in need of treatment for arthritis , and he's walking with crutches . But a month or so from now they should be better .	sam broke both his gliding joints and he's walking with aids .  but a month or so from now   they should be better .	-	-	-	-	-	-	-	Sam unfortunately broke both his ankles and he's always walking with crutches . But a month or so from now they presumably should be better .	they	18	20	-	-	25	-	18	-	19	30	19	the ankles	the gliding joints	the crutches	the aids	A			Sam broke both his ankles and he's walking with crutches . But a mnoth or so from now they should be bteetr .	18	Sam playground broke both his ankles generator and he's walking with crutches . counterpart But a month or so from now they should be better .	21
