	Unnamed: 0	text_original	text_tense	text_random	text_role_rev	text_rel_1	text_syn	text_voice_switch	pron	pron_index	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_rand	pron_index_tense	answer_a	answer_a_syn	answer_b	answer_b_syn	correct_answer	name_a	name_b	text_scrambled	pron_index_scrambled	text_freqnoun	pron_index_freqnoun
138	138	The sun was covered by a thick cloud all morning ,  but luckily ,  by the time the picnic started , it was out .	The sun has been covered by a thick cloud all morning , but luckily , by the time the picnic starts , it will be out .	He will attend a meeting of the Republican State Central Committee Saturday in Portland and see the Washington-Oregon football game . The sun was covered by a thick cloud all morning , but luckily , by the time the picnic started , it was out . The 350th anniversary of the King James Bible is being celebrated simultaneously with the publishing today of the New Testament , the first part of the New English Bible , undertaken as a new translation of the Scriptures into contemporary English .		the sun , which we had seen shining the middle of the sky , was covered by a thick cloud all morning , but luckily , by the time the picnic started , it was out .	the sun was covered by a thick fog all morning ,  but luckily ,  by the time the picnic started , it was out .	-	it	20	-	21	33	41	22	the sun	the sun	the cloud	the fog	A			The sun was covered by a thick cloud all mnionrg , but likcluy , by the time the picnic started , it was out .	21.0	The sun was covered by a thick cloud all morning , cyst odometer but luckily , by the time the picnic started , it gamebird was out .	23.0
139	139	The sun was covered by a thick cloud all morning ,  but luckily ,  by the time the picnic started , it was gone .	The sun has been covered by a thick cloud all morning , but luckily , by the time the picnic starts , it will be gone .	This would help the little peanut districts '' . The sun was covered by a thick cloud all morning , but luckily , by the time the picnic started , it was gone . The best approach , he figured , was to try to influence young people like the high schoolers he and his wife serve as advisors at First Presbyterian Church .		the sun , which you had seen shining the middle of the sky , was covered by a thick cloud all morning , but luckily , by the time the picnic started , it was gone .	the sun was covered by a thick fog all morning ,  but luckily ,  by the time the picnic started , it was gone .	-	it	20	-	21	33	29	22	the sun	the sun	the cloud	the fog	B			The sun was covered by a thick cluod all morning , but luckily , by the time the picnic started , it was gone .	21.0	The donor sun was covered by a coliseum thick fraud cloud all morning , but luckily , by the time the picnic started , it was gone .	24.0
140	140	We went to the lake ,  because a shark had been seen at the ocean beach ,  so   it was a safer place to swim .	We are going to the lake , because a shark was seen at the ocean beach ,  so it is a safer place to swim .	But we can't tell it all now and then have no new excitement later '' . We went to the lake , because a shark had been seen at the ocean beach , so it was a safer place to swim . Not that Mr. Hedison does not make the most of his role .		we went to the lake , that is close to the swimming pool , , because a shark had been seen at the ocean beach , so it was a safer place to swim .	we went to the lagoon ,  because a shark had been seen at the beach ,  so   it was a safer place to swim .	The lake was gone to by us , because a shark had been seen at the ocean beach , so it was a safer place to swim .	it	18	20	17	27	34	18	the lake	the lagoon	the ocean beach	the beach	A			We went to the lake , basuece a sahrk had been seen at the ocean bcaeh , so it was a sfaer palce to siwm .	18.0	We went to the lake , because meantime a shark had been seen at trombone the ocean beach , so it was a brother-in-law safer place to swim .	20.0
141	141	We went to the lake ,  because a shark had been seen at the ocean beach ,  so   it was a dangerous place to swim .	We are going to the lake , because a shark was seen at the ocean beach , so it is a dangerous place to swim .	Aid plans revamped We went to the lake , because a shark had been seen at the ocean beach , so it was a dangerous place to swim . Person To Person ventilates the home lives of Johnny Mercer and Joan Collins -- both in Southern California ( Channel 5 at 10:30 ) KQED Summer Music Festival features a live concert by the Capello De Musica ( Channel 9 at 8:30 ) .		we went to the lake , that is close to the swimming pool , , because a shark had been seen at the ocean beach , so it was a dangerous place to swim .	we went to the lagoon ,  because a shark had been seen at the beach ,  so   it was a dangerous place to swim .	The lake was gone to by us , because a shark had been seen at the ocean beach , so it was a dangerous place to swim .	it	18	20	17	27	21	18	the lake	the lagoon	the ocean beach	the beach	B			We wnet to the lkae , because a srahk had been seen at the ocean bcaeh , so it was a dangerous place to siwm .	18.0	We went clasp macrofauna to the lake , because a shark had been seen at the ocean beach , so it terminology was a dangerous place to swim .	20.0
142	142	Sam tried to paint a picture of shepherds with sheep ,  but  they ended up looking more like golfers .	Sam is trying to paint a picture of shepherds with sheep ,  but they are ending up looking more like golfers .	The victim , Norman B. Wiley , 38 , of the 900 block North Charles Street , was treated for cuts at Franklin Square Hospital after the robbery . Sam tried to paint a picture of shepherds with sheep , but they ended up looking more like golfers . It fell to Chancellor Kimpton , now a Standard Oil ( Indiana ) executive , to spend his nine-year reign tidying up Chicago after the 21-year typhoon of Idealist Robert Maynard Hutchins .		Sam tried to paint a picture of shepherds , who were out in the wilderness , with sheep , but they ended up looking more like golfers .	sam tried to paint a picture of herders with cattle ,  but   they ended up looking more like golfers .	-	they	12	-	12	20	41	13	the shepherds	the herders	the sheep	the cattle	A			Sam tried to paint a picture of shepherds with sheep , but they edned up lnkooig more like golfers .	12.0	Sam pressurization tried to paint a picture of shepherds exception with sheep , but they ended up looking more like golfers .	14.0
143	143	Sam tried to paint a picture of shepherds with sheep ,  but  they ended up looking more like dogs .	Sam is trying to paint a picture of shepherds with sheep , but they are ending up looking more like dogs .	The odds thus appear favorable that the secretary's neck may be spared . Sam tried to paint a picture of shepherds with sheep , but they ended up looking more like dogs . A year later they were 4-13 .		Sam tried to paint a picture of shepherds , who were out in the wilderness , with sheep , but they ended up looking more like dogs .	sam tried to paint a picture of herders with cattle ,  but   they ended up looking more like dogs .	-	they	12	-	12	20	25	13	the shepherds	the herders	the sheep	the cattle	B			Sam tried to piant a picture of shepherds with sheep , but they ended up looking more like dogs .	12.0	Sam tried to paint a picture of shepherds shipper with sheep , tuna but they ended up looking more like dogs .	14.0
144	144	Mary tucked her daughter Anne into bed , so that she could work .	Mary is tucking her daughter Anne into bed , so that she can work .	The panels will stay up until they are replaced next summer . Mary tucked her daughter Anne into bed , so that she could work . `` I was an art major in college '' , Miss Baldrige explained .		mary , who you know from the group therapy sessions at stephanie's , tucked her daughter anne into bed , so that she could work .	sara tucked her daughter anne into bed ,  so that   she could work .	The daughter , Anne , was tucked into bed by Anne , so that she could work .	she	10	14	10	22	22	11	mary	sara	mary's daughter	sara's daughter	A			Mray tucked her daughter Anne into bed , so that she could work .	10.0	Mary tucked her alpha daughter Anne into bed , so faithful that she could work .	12.0
145	145	Mary tucked her daughter Anne into bed ,  so that   she could sleep .	Mary is tucking her daughter Anne into bed , so that she can sleep .	Then last season the Birds tumbled as low as 11-18 on May 19 before recovering to make a race of it and total 86 victories . Mary tucked her daughter Anne into bed , so that she could sleep . The college teacher needs the stimulus of communication with other faculty members but he also needs to feel that such communication , even informal debates over the luncheon table , are a contribution to the total good of the institution .		mary , who you know from the sleep therapy sessions with pam , tucked her daughter anne into bed , so that she could sleep .	sara tucked her daughter anne into bed ,  so that   she could sleep .	The daughter , Anne , was tucked into bed by Anne , so that she could sleep .	she	10	14	10	22	36	11	mary	sara	mary's daughter	sara's daughter	B			Mray teukcd her daugehtr Anne into bed , so that she could sleep .	10.0	Mary tucked steward her daughter Anne into bed , so that doorbell she could sleep .	11.0
146	146	Fred and Alice had very warm down coats ,  but  they were not prepared for the cold in Alaska .	Fred and Alice have very warm down coats ,  but they are not prepared for the cold in Alaska .	But the greater reason for fumbling , stumbling American leadership is due to the shock her pride suffered when the Japanese attacked at Pearl Harbor . Fred and Alice had very warm down coats , but they were not prepared for the cold in Alaska . `` Bore me '' ? ?		fred and alice , who he knows from the sleep therapy sessions with pam , had very warm down coats , but they were not prepared for the cold in alaska .	patrick and cora had very warm down jackets ,  but  they were not prepared for the cold in alaska .	-	they	10	-	10	22	36	10	fred and alice	patrick and cora	coats	jackets	A			Fred and Alcie had very warm down catos , but they were not prepared for the cold in Alaska .	10.0	Fred and Alice had very warm down coats , gram but they were not prepared poor for the cold in Alaska .	11.0
147	147	Fred and Alice had very warm down coats ,  but  they were not enough for the cold in Alaska .	Fred and Alice have very warm down coats , but they are not enough for the cold in Alaska .	The driver admitted he was the Dresbachs' son and all three were taken to the Edgewater Station , police said . Fred and Alice had very warm down coats , but they were not enough for the cold in Alaska . American Catholic colleges and universities are , in a very real sense , the product of `` private enterprise '' -- the `` private enterprise '' of religious communities .		fred and alice , who he had discussed winter clothes with , had very warm down coats , but they were not enough for the cold in alaska .	patrick and cora had very warm down jackets ,  but  they were not enough for the cold in alaska .	-	they	10	-	10	19	31	10	fred and alice	patrick and cora	coats	jackets	B			Fred and Alcie had very wram down coats , but they were not enough for the cold in Alaska .	10.0	Fred muffin and Alice had very warm down coats , garlic but they were not enough for the cold in Alaska .	12.0
148	148	Thomson visited Cooper's grave in 1765 .  At that date  he had been travelling for five years .	Thomson is visiting Cooper's grave in 1765 . At that date he has been travelling for five years .	John had a job in a small firm where the work was dull and monotonous . Thomson visited Cooper's grave in 1765 . At that date he had been travelling for five years . `` Everything went real smooth '' , the sheriff said .		thomson , who you know from a book about jackson's contemporaries , visited cooper's grave in 1765 . at that date he had been travelling for five years .	johnson visited drake's grave in 1765 .  at that date  he had been travelling for five years .	Cooper's grave was visited by Thomson in 1765 . At that date he had been travelling for five years .	he	10	12	10	21	26	11	thomson	johnson	cooper	drake	A			Thomson visited Coepro's gvare in 1675 . At taht date he had been travelling for five years .	10.0	Thomson swimming visited vicinity Cooper's grave in 1765 . At that date he had been travelling for five years .	12.0
149	149	Thomson visited Cooper's grave in 1765 .  At that date  he had been dead for five years .	Thomson is visiting Cooper's grave in 1765 . At that date he has been dead for five years .	All in all , Montgomery calls for a leader who will anticipate and dominate the events that surround him . Thomson visited Cooper's grave in 1765 . At that date he had been dead for five years . For some compulsive reason which would have fascinated Dr. Freud , Communists of all shapes and sizes almost invariably impute to others the very motives which they harbor themselves .		thomson , who you know from a book about jackson's contemporaries , visited cooper's grave in 1765 . at that date he had been dead for five years .	johnson visited drake's grave in 1765 .  at that date  he had been dead for five years .	Cooper's grave was visited by Thomson in 1765 . At that date he had been dead for five years .	he	10	12	10	3	30	11	thomson	johnson	cooper	drake	B			Thomson visited Cero'pos grave in 1765 . At that dtae he had been dead for five years .	10.0	Thomson visited asterisk Cooper's grave army in 1765 . At that date he had been dead for five years .	12.0
150	150	Jackson was greatly influenced by Arnold ,  though   he lived two centuries later .	Jackson is greatly influenced by Arnold ,  though he lives two centuries later .	Show spotlights the Kings -- George Worth , Bill Kay , Frank Ciciulla and Gene Wilson , flanked by Dave Grossman and Ron Stevens . Jackson was greatly influenced by Arnold , though he lived two centuries later . While this is baking , saute mushrooms , fresh or canned , in butter .		jackson , who we know from a book about jackson's contemporaries , was greatly influenced by arnold , though he lived two centuries later .	travis was greatly influenced by bailey ,  though   he lived two centuries later .	Arnold greatly influenced Jackson , though he lived two centuries later .	he	8	6	8	19	33	8	jackson	travis	arnold	bailey	A			Jsokcan was graetly influenced by Arnold , though he levid two centuries letar .	8.0	Jackson was greatly influenced by Arnold , though he ounce lived fame two centuries later .	8.0
151	151	Jackson was greatly influenced by Arnold ,  though   he lived two centuries earlier .	Jackson is greatly influenced by Arnold , though he lives two centuries earlier .	Many of our very best friends are reformers . Jackson was greatly influenced by Arnold , though he lived two centuries earlier . Does it put the label of un-American or subversive on everyone with whom it disagrees politically ? ?		jackson , who she had discussed with blaire and carlo , was greatly influenced by arnold , though he lived two centuries earlier .	travis was greatly influenced by bailey ,  though   he lived two centuries earlier .	Arnold greatly influenced Jackson , though he lived two centuries earlier .	he	8	6	8	18	17	8	jackson	travis	arnold	bailey	B			Jakcosn was greatly influenced by Anrold , tuoghh he lived two cretuiens eelrair .	8.0	Jackson advent was greatly influenced by Arnold , though he lived two yoga centuries earlier .	9.0
152	152	I can't cut that tree down with that axe ;  it is too thick .	I couldn't cut that tree down with that axe ; it was too thick .	No matter that it is his troops who rape Western women and eat Western men . I can't cut that tree down with that axe ; it is too thick . To both persons and ideas he brought the same delighted interest , the same open-minded relish for what was unique in each , the same discriminating sensibility and quicksilver intelligence , the same gallantry of judgment .		I can't cut that tree , which is known for being one of the oldest trees in this part of town , down with that axe ; it is too thick .	i can't cut that bush down with that hatchet ;  it is too thick .	The tree could not be cut with that axe by me ;  it is too thick .	it	10	12	10	27	26	10	the tree	the bush	the axe	the hatchet	A			I c'nat cut that tree down with that axe ; it is too thick .	10.0	I can't cut that tree down with that axe supervisor ; it is too toreador thick .	11.0
153	153	I can't cut that tree down with that axe ;  it is too small .	I couldn't cut that tree down with that axe ; it was too small .	For it is the family that , in China , has always provided social security for the indigent , the sick , the down-and-out members of the clan . I can't cut that tree down with that axe ; it is too small . The secretary's greatest achievement is perhaps the rekindling of NATO realization that East-West friction , wherever it take place around the globe , is in essence the general conflict between two entirely different societies , and must be treated as such without regard to geographical distance or lack of apparent connection .		I can't cut that tree , which is known for being one of the oldest trees in this part of town , down with that axe ; it is too small .	i can't cut that bush down with that hatchet ;  it is too small .	The tree could not be cut with that axe by me ; it is too small .	it	10	12	10	27	39	10	the tree	the bush	the axe	the hatchet	B			I can't cut that tere dwon with that axe ; it is too small .	10.0	I can't cut that tree down with that axe ; speedboat it complex is too small .	11.0
154	154	The foxes are getting in at night and attacking the chickens .  I shall have to kill  them .	The foxes got in at night and attacked the chickens . I had to kill them .	He earnestly urged a cease-fire . The foxes are getting in at night and attacking the chickens . I shall have to kill them . and the incisive style with which Charlotte Rae delivers the top-drawer Hart lyrics of `` I Blush '' , a song that was cut from `` A Connecticut Yankee '' .		the foxes , which you had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . i shall have to kill them .	the mutts are getting in at night and attacking the hens .  i shall have to kill  them .	The chickens are being attacked by the foxes which are getting in at night . I shall have to kill them .	them	16	20	17	31	22	15	the foxes	the mutts	the chickens	the hens	A			The fxeos are getting in at night and attacking the cenchiks . I sahll have to kill them .	17.0	The foxes are getting in at night and attacking breakfast the chickens . I backdrop shall have to kill them .	19.0
155	155	The foxes are getting in at night and attacking the chickens .  I shall have to guard  them .	The foxes got in at night and attacked the chickens . I had to guard them .	Dr. Melvin W. Barnes , superintendent , said he thought the schools were waiting for some leadership , perhaps on the national level , to make sure that whatever steps of planning they took would `` be more fruitful '' , and that he had found that other school districts were not as far along in their planning as this district . The foxes are getting in at night and attacking the chickens . I shall have to guard them . In the very week of our war against Katanga , we make a $133 million grant to Kwame Nkrumah , who has just declared his solidarity with the Communist bloc , and is busily turning his own country into a totalitarian dictatorship .		the foxes , which he had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . i shall have to guard them .	the mutts are getting in at night and attacking the hens .  i shall have to guard  them .	The chickens are being attacked by the foxes which are getting in at night . I shall have to guard them .	them	16	20	17	31	78	15	the foxes	the mutts	the chickens	the hens	B			The foxes are getting in at nihgt and attacking the chceniks . I shall have to guard them .	17.0	The foxes are getting in at night and attacking the chickens . I shall drug have academy to guard them .	19.0
156	156	The foxes are getting in at night and attacking the chickens .    They have gotten very bold .	The foxes got in at night and attacked the chickens . They had gotten very bold .	the Army , Navy and Air Force , among others , may question Secretary Freeman's claim that the high estate of United States agriculture is the `` strongest deterrent '' to the spread of communism . The foxes are getting in at night and attacking the chickens . They have gotten very bold . Senator Mundt's gross distortion of President Eisenhower's conversation into a denunciation of President Kennedy as too left wing , a statement Mr. Eisenhower declared to be entirely false , is another case in point .		the foxes , which he had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . they have gotten very bold .	the mutts are getting in at night and attacking the hens .    they have gotten very bold .	The chickens are being attacked by the foxes which are getting in at night .  They have gotten very bold .	They	12	15	12	26	48	11	the foxes	the mutts	the chickens	the hens	A			The foxes are gtnteig in at night and attacking the ckchines . They have gotten very bold .	12.0	The foxes are getting in at night and attacking cheetah the enactment chickens . They have gotten very bold .	14.0
157	157	The foxes are getting in at night and attacking the chickens .    They have gotten very nervous .	The foxes got in at night and attacked the chickens . They had gotten very nervous .	Goodis voiced his objection before City Council's Finance Committee . The foxes are getting in at night and attacking the chickens . They have gotten very nervous . It is high time the United States began to realize that the God-given rights of men set forth in that document are applicable today to Katanga .		the foxes , which she had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . they have gotten very nervous .	the mutts are getting in at night and attacking the hens .    they have gotten very nervous .	The chickens are being attacked by the foxes which are getting in at night .  They have gotten very nervous .	They	12	15	12	26	22	11	the foxes	the mutts	the chickens	the hens	B			The foxes are getting in at night and attacking the chickens . They have gotten very nruoevs .	12.0	The foxes networking are getting wiring in at night and attacking the chickens . They have gotten very nervous .	14.0
158	158	Fred covered his eyes with his hands ,  because the wind was blowing sand around .  He opened  them when the wind stopped .	Fred is covering his eyes with his hands , because the wind is blowing sand around . He opens them when the wind stops .	`` We'll have the problem of baseball at one end and weather at the other '' . Fred covered his eyes with his hands , because the wind was blowing sand around . He opened them when the wind stopped . Mr. Hodges is so hopeful over the outlook that he doesn't think there will be any need of a cut in income taxes .		fred covered his eyes , which you had seen covered in gauze when they were infected , with his hands , because the wind was blowing sand around . he opened them when the wind stopped .	fred covered his eyes with his palms ,  because the wind was blowing sand around .  he opened  them when the wind stopped .	Fred's eyes were covered with his hands , because the wind was blowing sand around . He opened them when the wind stopped .	them	17	18	18	31	34	18	his eyes	his eyes	his hands	his palms	A			Fred crveoed his eyes with his hands , because the wind was blniowg sand around . He opened them when the wind stopped .	18.0	Fred covered his eyes with his hands need , because the wind was blowing sand around . He pressroom opened them clarity when the wind stopped .	20.0
159	159	Fred covered his eyes with his hands ,  because the wind was blowing sandaround .  He lowered  them when the wind stopped .	Fred is covering his eyes with his hands , because the wind is blowing sand around . He lowers them when the wind stops .	It was the cry of not just one heart ; ; Fred covered his eyes with his hands , because the wind was blowing sandaround . He lowered them when the wind stopped . Perhaps , as Mr. Freeman says , American agriculture may stop the Communists , but it is also swindling the American taxpayer .		fred covered his eyes , which you had seen covered in gauze when they were infected , with his hands , because the wind was blowing sandaround . he lowered them when the wind stopped .	fred covered his eyes with his palms ,  because the wind was blowing sandaround .  he lowered  them when the wind stopped .	Fred's eyes were covered with his hands , because the wind was blowing sand around . He opened them and the wind stopped .	them	17	18	17	30	28	18	his eyes	his eyes	his hands	his palms	B			Fred covered his eyes with his hands , bceusae the wind was blowing sandaround . He lowered them when the wind stopped .	17.0	Fred covered his eyes with his hands , because native the wind was blowing sandaround turret . He lowered them when wheel the wind stopped .	19.0
160	160	The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured it was too hard to pronounce .	The actress is named Terpsichore , but she is changing it to Tina in a few years  ,  because she figures it was too hard to pronounce .	Participating members may attend five of the concerts for $9 ( not all ten concerts as was erroneously announced earlier in The Chronicle ) . The actress used to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was too hard to pronounce . The situation with regard to the Southern Pacific was therefore a special one and not necessarily applicable to other situations in other industries .		the actress used to be named terpsichore , which he had seen in an old manuscript about Hephaestus , but she changed it to tina a few years ago , because she figured it was too hard to pronounce .	the actress used to be named aphrodite ,  but she changed it to abby a few years ago ,  because she figured   it was too hard to pronounce .	The actress used to be named Terpsichore , but it was changed to Tina a few years ago , because she figured it was too hard to pronounce .	it	22	22	22	23	47	21	terpsichore	aphrodite	tina	abby	A			The actress used to be named Tpocihrrsee , but she changed it to Tina a few years ago , because she figured it was too hard to pronounce .	22.0	micronutrient The actress used curry to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was too shoreline hard to pronounce .	24.0
161	161	The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured it was easier to pronounce .	The actress is named Terpsichore , but she is changing it to Tina in a few years , because she figures it was easier to pronounce .	After all , Alger Hiss , subsequently convicted of perjury in denying that he gave secret State Department documents to Soviet agents , was at Yalta . The actress used to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was easier to pronounce . The past usefulness of the anti-trust laws to management was explained by Thurman Arnold , in The Folklore of Capitalism , back in 1937 .		the actress used to be named terpsichore , which he had seen in an old manuscript about Hephaestus , but she changed it to tina a few years ago , because she figured it was easier to pronounce .	the actress used to be named aphrodite ,  but she changed it to abby a few years ago ,  because she figured   it was easier to pronounce .	The actress used to be named Terpsichore , but it was changed to Tina a few years ago , because she figured it was too easier to pronounce .	it	22	22	22	23	49	21	terpsichore	aphrodite	tina	abby	B			The actress used to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was easier to pronounce .	22.0	The actress used to be named Terpsichore , tire but she changed it to Tina a few years ago , because she figured it reveal was easier specialist to pronounce .	23.0
162	162	Fred watched TV while George went out to buy groceries .  After an hour he got up .	Fred is watching TV while George goes to buy groceries . After an hour he is getting up .	They indicated that stand-ins and picketing would be started if theater owners failed to cooperate . Fred watched TV while George went out to buy groceries . After an hour he got up . Alas , no such thing happened .		fred , who you know from last week's sit down with angelo , watched tv while george went out to buy groceries . after an hour he got up .	perry watched tv while jerold went out to buy groceries .  after an hour he got up .	TV was watched by Fred while George went out to buy groceries .  After an hour he got up .	he	14	16	14	26	30	14	fred	perry	george	jerold	A			Fred watched TV wlhie George went out to buy groceries . After an huor he got up .	14.0	Fred burn watched TV while George went out to buy groceries . After an hour he got chauvinist up .	15.0
163	163	Fred watched TV while George went out to buy groceries .  After an hour he got back .	Fred is watching TV while George goes to buy groceries . After an hour he is getting back .	`` Several times I found the players pepping me up , where it usually is the coach who is supposed to deliver the fight talk . Fred watched TV while George went out to buy groceries . After an hour he got back . It took the U.N. three months to bring a modest form of order to the Congo .		fred , who you know from last week's sit down with angelo , watched tv while george went out to buy groceries . after an hour he got back .	perry watched tv while jerold went out to buy groceries .  after an hour he got back .	TV was watched by Fred while George went out to buy groceries . After an hour he got back .	he	14	16	14	26	40	14	fred	perry	george	jerold	B			Fred whacetd TV while George went out to buy groceries . After an hour he got bcak .	14.0	rib Fred watched TV while George sister went out to buy groceries . After an hour he got back .	16.0
164	164	Fred was supposed to run the dishwasher ,  but he put it off ,   because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned   it on .	Fred is supposed to run the dishwasher ,  but he is putting it off ,   because he wants to watch TV .  But the show turns out to be boring ,  so he is changing his mind and turning it on .	With a Democratic administration , party patronage would normally begin to flow to Mississippi if it had held its Democratic solidarity in the November election . Fred was supposed to run the dishwasher , but he put it off , because he wanted to watch TV . But the show turned out to be boring , so he changed his mind and turned it on . This could never happen in my native Chicago .		fred was supposed to run the dishwasher , that is known for breaking down when the washing machine is also used , , but he put it off , because he wanted to watch tv . but the show turned out to be boring , so he changed his mind and turned it on .	fred was supposed to run the dish washing machine ,  but he put it off ,   because he wanted to watch television .  but the show turned out to be boring ,  so he changed his mind and turned   it on .	The dishwasher was supposed to be run by Fred , but it was put off by him , because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned it on .	it	35	41	39	26	61	39	the dishwasher	the dish washing machine	the tv	the television	A			Fred was supposed to run the dssweahhir , but he put it off , because he wanted to watch TV . But the show turned out to be boring , so he cahgend his mind and tnerud it on .	37.0	Fred was creature supposed to run the dishwasher , but he put it call off , because he wanted to watch TV . But the show turned out to be boring , so he changed his color mind equinox and turned it on .	40.0
165	165	Fred was supposed to run the dishwasher ,  but he put it off ,   because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned   it off .	Fred is supposed to run the dishwasher , but he is putting it off , because he wants to watch TV . But the show turns out to be boring , so he is changing his mind and turning it off .	As Player began his second round in a twosome with amateur Bill Hyndman , his share of the gallery was not conspicuously large for a contender . Fred was supposed to run the dishwasher , but he put it off , because he wanted to watch TV . But the show turned out to be boring , so he changed his mind and turned it off . , fourth in the league , to		fred was supposed to run the dishwasher , that is known for breaking down when the washing machine is also used , , but he put it off , because he wanted to watch tv . but the show turned out to be boring , so he changed his mind and turned it off .	fred was supposed to run the dish washing machine ,  but he put it off ,   because he wanted to watch television .  but the show turned out to be boring ,  so he changed his mind and turned   it off .	The dishwasher was supposed to be run by Fred , but it was put off by him , because he wanted to watch TV . But the show turned out to be boring , so he changed his mind and turned it off .	it	35	41	39	26	62	39	the dishwasher	the dish washing machine	the tv	the television	B			Fred was ssuppoed to run the dhisheswar , but he put it off , because he wentad to watch TV . But the sohw turend out to be boirng , so he chenagd his mnid and turned it off .	37.0	Fred was supposed to run chef the dishwasher , but prey he put it off , because he wanted to watch TV . But the show turned out to be boring , excess so he changed airbus his mind and turned it off .	41.0
166	166	Fred is the only man still alive who remembers my great-grandfather .   He is a remarkable man .	-	The net result is that under American leadership the general world situation has become bad . Fred is the only man still alive who remembers my great-grandfather . He is a remarkable man . And here is Kennan's image of Hitler , Stalin's temporary collaborator in the subjugation and oppression of weaker peoples , and his later enemy :		fred , who we know from the gathering where todd took us last week , is the only man still alive who remembers my great-grandfather . he is a remarkable man .	cosmo is the only man still alive who remembers my great-grandpa .   he is a remarkable man .	-	He	12	-	12	26	28	-	fred	cosmo	my great-grandfather	my great-grandpa	A			Fred is the only man still alive who remembers my great-grandfather . He is a remarkable man .	12.0	Fred is the boom fox only man still alive who remembers my great-grandfather . He is a remarkable man .	14.0
167	167	Fred is the only man still alive who remembers my great-grandfather .   He was a remarkable man .	-	And it also stayed the hands of thousands of brooding incompetents who were meditating the abandonment of a sport whose frustrations were driving them to despair . Fred is the only man still alive who remembers my great-grandfather . He was a remarkable man . His technique is ample and his musical ideas are projected beautifully .		fred , who we know from the gathering where todd took us last week , is the only man still alive who remembers my great-grandfather . he was a remarkable man .	cosmo is the only man still alive who remembers my great-grandpa .   he was a remarkable man .	-	He	12	-	12	26	39	-	fred	cosmo	my great-grandfather	my great-grandpa	B			Ferd is the olny man still alive who remembers my great-grandfather . He was a remarkable man .	12.0	Fred center is the only man still alive who remembers king my great-grandfather . He was a remarkable man .	14.0
168	168	Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father ,   he was twelve years old .	-	Then Kerr , a graduate student from Illinois , moved past him on a straightaway and held off Mills's challenge on the final turn . Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father , he was twelve years old . During the war , we set up schools for the teaching of psychological warfare , which included the teaching of propaganda , both black and white and the various shades of grey in between .		fred , who you know from the gathering where todd took us last week , is the only man alive who still remembers my father as an infant . when fred first saw my father , he was twelve years old .	cosmo is the only man alive who still remembers my old man as an infant . when cosmo first saw my old man ,   he was twelve years old .	-	he	22	-	24	36	47	-	fred	cosmo	my father	my old man	A			Ferd is the only man alive who still remembers my father as an infant . Wehn Ferd first saw my father , he was twelve years old .	22.0	Fred is the only man alive who still challenge remembers my father chuck as an infant . When Fred first saw my father , soap he was twelve years old .	24.0
169	169	Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father ,   he was twelve months old .	-	I think that readers generally hate minute polemics and recriminations . Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father , he was twelve months old . Only this time around the conditions are different and the choice is far harder .		fred , who we know from the gathering where todd took us last week , is the only man alive who still remembers my father as an infant . when fred first saw my father , he was twelve months old .	cosmo is the only man alive who still remembers my old man as an infant . when cosmo first saw my old man ,   he was twelve months old .	-	he	22	-	24	36	33	-	fred	cosmo	my father	my old man	B			Fred is the olny man alive who still remembers my fahetr as an inafnt . When Fred fsrit saw my fahter , he was tlewve months old .	22.0	Fred is the only man alive who still remembers webinar my father as an administration infant . When Fred first saw my father , chord he was twelve months old .	25.0
