text_original	text_rel_1	text_syn	text_voice_switch	pron	pron_index	pron_index_voice	pron_index_syn	pron_index_rel	answerA	answerA_syn	answerB	answerB_syn	correctAnswer	Name_A	Name_B
In July ,  Kamtchatka declared war on Yakutsk .  Since Yakutsk's army was much better equipped and ten times larger ,    they were victorious within weeks .	In July , Kamtchatka , which is located near the southernmost part of Leraka , declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks .	in july ,  yelizovo declared war on kapitonovka .  since kapitonovka's army was much better equipped and ten times larger ,    they were victorious within weeks .	In July , war was declared by Kamtchatka on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks .	they	21	23	21	32	kamchatka	yelizovo	yakutsk	kapitonovka	B		
Look ! There is a minnow swimming right below that duck ! It had better get away to safety fast !	Look ! There is a minnow , which we'd seen passing across with another type of fish earlier , swimming right below that duck ! It had better get away to safety fast !	look ! there is a cyprinid swimming right below that wigeon ! it had better get away to safety fast !	Look ! That duck is being swam right below by a minnow ! It had better get away to safety fast !	It	11	13	12	24	the minnow	the cyprinid fish	the duck	the wigeon	A		
Look ! There is a shark swimming right below that duck !  It had better get away to safety fast !	Look ! There is a shark , which we'd seen passing across with another type of fish earlier , swimming right below that duck ! It had better get away to safety fast !	look ! there is a shark swimming right below that wigeon !  it had better get away to safety fast !	Look ! That shark is being swam right below by a minnow ! It had better get away to safety fast !	It	11	13	12	24	the shark	the great white shark	the duck	the wigeon	B		
Archaeologists have concluded that humans lived in Laputa 20,000 years ago .   They hunted for evidence on the river banks .	archaeologists , who we know from last year's conference with academics from other fields , have concluded that humans lived in laputa 20,000 years ago . they hunted for evidence on the river banks .	paleographers have concluded that humans lived in laputa 20,000 years ago .   they hunted for evidence on the river banks .	It has been concluded by archaeologists that humans lived in Laputa 20,000 years ago . They hunted for evidence on the river banks .	They	14	20	12	26	archaeologists	paleographers	prehistoric humans	primeval humans	A		
Archaeologists have concluded that humans lived in Laputa 20,000 years ago .   They hunted for deer on the river banks .	archaeologists , who she knows from last year's conference with academics from other fields , have concluded that humans lived in laputa 20,000 years ago . they hunted for deer on the river banks .	paleographers have concluded that humans lived in laputa 20,000 years ago .   they hunted for deer on the river banks .	It has been concluded by archaeologists that humans lived in Laputa 20,000 years ago . They hunted for deer on the river banks .	They	14	20	12	26	archaeologists	paleographers	prehistoric humans	primeval humans	B		
Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	three species of aquatic vertebrates that have recently been found living in the indian ocean are being studied by biologists .   they began two years ago .	The scientists are studying three species of fish that have recently been found living in the Indian Ocean .  They began two years ago .	They	18	19	21	18	the scientists	the biologists	the fish	the aquatic vertebrate	A		
The scientists are studying three species of fish that have recently been found living in the Indian Ocean .   They appeared two years ago .	the scientists , who you know from the discussion panel with universitry researchers , are studying three species of fish that have recently been found living in the indian ocean . they appeared two years ago .	the biologists are studying three species of aquatic vertebrates that have recently been found living in the indian ocean .   they appeared two years ago .	Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	They	18	20	20	31	the scientists	the biologists	the fish	the aquatic vertebrate	B		
The journalists interviewed the stars of the new movie .    They were very persistent ,  so the interview lasted for a long time .	the journalists , which you had seen on the tv show about 60s musicians , interviewed the stars of the new movie . they were very persistent , so the interview lasted for a long time .	the anchors interviewed the celebreties of the new movie .    they were very persistent ,  so the interview lasted for a long time .	The stars of the new movie were interviewed by the journalists . They were very persistent , so the interview lasted for a long time .	They	10	12	10	23	the journalists	the anchors	the stars	the celebreties	A		
The journalists interviewed the stars of the new movie .    They were very cooperative ,  so the interview lasted for a long time .	the journalists , which she had seen on the tv show about 60s musicians , interviewed the stars of the new movie . they were very cooperative , so the interview lasted for a long time .	the anchors interviewed the celebreties of the new movie .    they were very cooperative ,  so the interview lasted for a long time .	The stars of the new movie were interviewed by the journalists . They were very cooperative , so the interview lasted for a long time .	They	10	12	10	23	the journalists	the anchors	the stars	the celebreties	B		
The police arrested all of the gang members .    They were trying to stop the drug trade in the neighborhood .	the police , who you had discussed with the politicians , arrested all of the gang members . they were trying to stop the drug trade in the neighborhood .	the cops arrested all of the gangsters .    they were trying to stop the drug trade in the neighborhood .	All of the gang members were arrested by the police . They were trying to stop the drug trade in the neighborhood .	They	9	11	8	18	the police	the cops	the gang members	the gangsters	A		
The police arrested all of the gang members .    They were trying to run the drug trade in the neighborhood .	the police , who he had discussed with the politicians , arrested all of the gang members . they were trying to run the drug trade in the neighborhood .	the cops arrested all of the gangsters .    they were trying to run the drug trade in the neighborhood .	All of the gang members were arrested by the police . They were trying to run the drug trade in the neighborhood .	They	9	11	8	18	the police	the cops	the gang members	the gangsters	B		
I put the cake away in the refrigerator .    It has a lot of butter in it .	i put the cake , that is located at the far end of the cupboard right now , away in the refrigerator . it has a lot of butter in it .	i put the pie away in the fridge .    it has a lot of butter in it .	The cake was put away in the refrigerator by me . It has a lot of butter in it .	It	9	11	9	23	the cake	the pie	the refrigerator	the fridge	A		
I put the cake away in the refrigerator .    It has a lot of leftovers in it .	i put the cake , that is located at the far end of the cupboard right now , away in the refrigerator . it has a lot of leftovers in it .	i put the pie away in the fridge .    it has a lot of leftovers in it .	The cake was put away in the refrigerator by me . It has a lot of leftovers in it .	It	9	11	9	23	the cake	the pie	the refrigerator	the fridge	B		
Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be better .	Sam broke both his ankles , which had already been in need of treatment for arthritis , and he's walking with crutches . But a month or so from now they should be better .	sam broke both his gliding joints and he's walking with aids .  but a month or so from now   they should be better .	-	they	18	-	19	30	the ankles	the gliding joints	the crutches	the aids	A		
Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be unnecessary .	Sam broke both his ankles , which had already been in need of treatment for arthritis , and he's walking with crutches . But a month or so from now they should be unnecessary .	sam broke both his gliding joints and he's walking with aids .  but a month or so from now   they should be unnecessary .	-	they	18	-	19	30	the ankles	the gliding joints	the crutches	the aids	B		
When the sponsors of the bill got to the town hall ,  they were surprised to find that the room was full of opponents .    They were very much in the minority .	when the sponsors , which we had seen speaking to the public , of the bill got to the town hall , they were surprised to find that the room was full of opponents . they were very much in the minority .	when the advocates of the bill got to the town hall ,  they were surprised to find that the room was full of adversaries .    they were very much in the minority .	-	They	24	-	25	22	the sponsors	the advocates	the opponents	the adversaries	A		
When the sponsors of the bill got to the town hall ,  they were surprised to find that the room was full of opponents .    They were very much in the majority .	when the sponsors , which he had seen speaking to the public , of the bill got to the town hall , they were surprised to find that the room was full of opponents . they were very much in the majority .	when the advocates of the bill got to the town hall ,  they were surprised to find that the room was full of adversaries .    they were very much in the majority .	-	They	24	-	25	22	the sponsors	the advocates	the opponents	the adversaries	B		
Everyone really loved the oatmeal cookies ; only a few people liked the chocolate chip cookies .  Next time ,  we should make more of   them .	everyone really loved the oatmeal cookies , which she had seen on the table beside the carrot cakes , ; only a few people liked the chocolate chip cookies . next time , we should make more of them .	everyone really loved the brown butter bourbon spice cookies ; only a few people liked the caramel pecan cookies .  next time ,  we should make more of   them .	The oatmeal cookies were really loved by everyone ; the chocolate chip cookies were only liked by a few people . Next time , we should make more of them .	them	25	29	28	38	the oatmeal cookies	the brown butter bourbon spice cookies	the chocolate chip cookies	the caramel pecan cookies	A		
Everyone really loved the oatmeal cookies ; only a few people liked the chocolate chip cookies .  Next time ,  we should make fewer of   them .	everyone really loved the oatmeal cookies , which she had seen on the table beside the carrot cakes , ; only a few people liked the chocolate chip cookies . next time , we should make fewer of them .	everyone really loved the brown butter bourbon spice cookies ; only a few people liked the caramel pecan cookies .  next time ,  we should make fewer of   them .	The oatmeal cookies were really loved by everyone ; the chocolate chip cookies were only liked by a few people . Next time , we should make fewer of them .	them	25	29	28	38	the oatmeal cookies	the brown butter bourbon spice cookies	the chocolate chip cookies	the caramel pecan cookies	B		
We had hoped to place copies of our newsletter on all the chairs in the auditorium , but there were simply not enough of them .	We had hoped to place copies of our newsletter , which covered a variety of activities to combat climate change , on all the chairs in the auditorium , but there were simply not enough of them .	we had hoped to place copies of our pamphlet on all the seats in the auditorium ,  but there were simply not enough of   them .	-	them	23		24	35	copies of the newsletter	copies of the pamphlet	chairs	seats	A		
We had hoped to place copies of our newsletter on all the chairs in the auditorium , but there were simply too many of them .	We had hoped to place copies of our newsletter , which covered a variety of activities to combat climate change , on all the chairs in the auditorium , but there were simply too many of them .	we had hoped to place copies of our pamphlet on all the seats in the auditorium ,  but there were simply too many of   them .	-	them	23		24	35	copies of the newsletter	copies of the pamphlet	chairs	seats	B		
I stuck a pin through a carrot .  When I pulled the pin out ,    it left a hole .	i stuck a pin through a carrot . when i pulled the pin , which we had seen on the desk , out , it left a hole .	i stuck a skewer through a carrot .  when i pulled the skewer out ,    it left a hole .	A pin was stuck through a carrot by me . When I pulled the pin out , it left a hole .	it	15	17	15	24	the pin	the skewer	the carrot	the potato	A		
I stuck a pin through a carrot .  When I pulled the pin out ,    it had a hole .	i stuck a pin through a carrot . when i pulled the pin , which she had seen on the desk , out , it had a hole .	i stuck a skewer through a carrot .  when i pulled the skewer out ,    it had a hole .	A pin was stuck through a carrot by me . When I pulled the pin out , it had a hole .	it	15	17	15	24	the pin	the skewer	the carrot	the potato	B		
I couldn't find a spoon , so I tried using a pen , which was on the desk , to stir my coffee .  But that turned out to be a bad idea ,  because it got full of coffee .	I couldn't find a spoon , so I tried using a pen , which was on the desk , to stir my coffee . But that turned out to be a bad idea , because it got full of coffee .	i couldn't find a spoon ,  so i tried using a marker to stir my drink .  but that turned out to be a bad idea ,  because   it got full of coffee .	A spoon couldn't be found , so I tried using a pen to stir my coffee . But that turned out to be a bad idea , because it got full of coffee .	it	28	28	28	34	the pen	the marker	the coffee	the drink	A		
I couldn't find a spoon , so I tried using a pen to stir my coffee .  But that turned out to be a bad idea ,  because it got full of ink .	I couldn't find a spoon , so I tried using a pen , which was on the desk , to stir my coffee . But that turned out to be a bad idea , because it got full of ink .	i couldn't find a spoon ,  so i tried using a marker to stir my drink .  but that turned out to be a bad idea ,  because   it got full of ink .	A spoon couldn't be found , so I tried using a pen to stir my coffee . But that turned out to be a bad idea , because it got full of ink .	it	28	28	28	34	the pen	the marker	the coffee	the drink	B		
Steve follows Fred's example in everything .   He admires him hugely .	steve , who you know from dirk's life coaching lessons , follows fred's example in everything . he admires him hugely .	carl follows brad's example in everything .   he admires him hugely .	Fred's example is followed by Steve in everything . He admires him hugely .	He	7	9	7	17	steve	carl	fred	brad	A		
Steve follows Fred's example in everything .   He influences him hugely .	steve , who you know from dirk's life coaching lessons , follows fred's example in everything . he influences him hugely .	carl follows brad's example in everything .   he influences him hugely .	Fred's example is followed by Steve in everything . He influences him hugely .	He	7	9	7	3	steve	carl	fred	brad	B		
The table won't fit through the doorway because   it is too wide .	the table , that is mentioned in the furniture catalog , won't fit through the doorway because it is too wide .	the bench won't fit through the door because   it is too wide .	-	it	8	-	8	17	the table	the bench	the doorway	the door	A		
The table won't fit through the doorway because   it is too narrow .	the table , which you had seen in the furniture catalog  , won't fit through the doorway because it is too narrow .	the bench won't fit through the door because   it is too narrow .	-	it	8	-	8	18	the table	the bench	the doorway	the door	B		
Grace was happy to trade me her sweater for my jacket . She thinks it looks dowdy on her .	Grace was happy to trade me her sweater , which she had bought with a pair of jeans at a thrift shop , for my jacket . She thinks it looks dowdy on her .	grace was happy to trade me her pullover for my coat .  she thinks   it looks dowdy on her .	-	it	14	-	14	28	the sweater	the pullover	the jacket	the coat	A		
Grace was happy to trade me her sweater for my jacket . She thinks it looks great on her .	Grace was happy to trade me her sweater , which she had bought with a pair of jeans at a thrift shop , for my jacket . She thinks it looks great on her .	grace was happy to trade me her pullover for my coat .  she thinks   it looks great on her .	-	it	14	-	14	28	the sweater	the pullover	the jacket	the coat	B		
John hired Bill to take care of  him .	john , who we had discussed with dr. stanley , hired bill to take care of him .	kirk hired andy to take care of  him .	Bill was hired by John to take care of him .	him	8	10	7	16	john	kirk	bill	andy	A		
John hired himself out to Bill to take care of  him .	john , who we had discussed with dr. stanley , hired himself out to bill to take care of him .	kirk hired himself out to andy to take care of  him .	-	him	11	-	10	16	john	kirk	bill	andy	B		
John promised Bill to leave ,  so an hour later  he left .	john , which you had seen talking to larry and kirk , promised bill to leave , so an hour later he left .	kirk promised andy to leave ,  so an hour later  he left .	Bill was promised by John to leave , so an hour later he left .	he	10	13	10	21	john	kirk	bill	andy	A		
John ordered Bill to leave ,  so an hour later  he left .	john , which we had seen talking to larry and kirk  , ordered bill to leave , so an hour later he left .	kirk ordered andy to leave ,  so an hour later  he left .	Bill was ordered by John to leave , so an hour later he left .	he	10	13	10	21	john	kirk	bill	andy	B		
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research .	-	sam bergman's biography of the spartan general melissus conveys a vivid sense of the difficulties   he faced in his research .	A vivid sense of the difficulties he faced in his research is conveyed by Sam Goodman's biography of the Spartan general Xenophanes .	he	14	6	15	-	goodman	bergman	xenophanes	Melissus	A		
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood .	-	sam bergman's biography of the spartan general melissus conveys a vivid sense of the difficulties   he faced in his childhood .	A vivid sense of the difficulties he faced in his childhood is conveyed by Sam Goodman's biography of the Spartan general Xenophanes .	he	14	6	15	-	goodman	bergman	xenophanes	Melissus	B		
Emma's mother had died long ago , and her education had been managed by an excellent woman as governess .	Emma's mother , whom you met many years ago at the principle's office , had died long ago , and her education had been managed by an excellent woman as governess .	jenna's mother had died long ago ,  and  her education had been managed by an excellent woman as governess .	Emma's mother died long ago , and , as governess ,  an excellent woman managed her education  .	her	8	15	8	20	emma	jenna	emma's mother	jenna's mother	A		
Emma's mother had died long ago , and her place had been taken by an excellent woman as governess .	Emma's mother , whom you met many years ago at the principle's office , had died long ago , and her place had been taken by an excellent woman as governess .	jenna's mother had died long ago ,  and  her place had been taken by an excellent woman as governess .	Emma's mother died long ago , and , as governess ,  an excellent woman took her place .	her	8	15	8	20	emma	jenna	emma's mother	jenna's mother	B		
Jane knocked on Susan's door but she did not get an answer .	jane , who you know from the cooking class he goes to with sara , knocked on susan's door but she did not get an answer .	suzy knocked on blaire's door but she did not get an answer .	Susan's door was knocked on by Jane but she did not get an answer .	she	6	8	6	20	jane	suzy	susan	blaire	A		
Jane knocked on Susan's door but she did not answer .	jane , which we had seen at the cooking class we go to with sara , knocked on susan's door but she did not answer .	suzy knocked on blaire's door but she did not answer .	Susan's door was knocked on by Jane but she did not answer .	she	6	8	6	21	jane	suzy	susan	blaire	B		
Joe paid the detective after he received the final report on the case .	joe , who you had discussed the investigation with , paid the detective after he received the final report on the case .	trey paid the private investigator after he received the final report on the case .	The detective was paid by Joe after he received the final report on the case .	he	5	7	6	14	joe	trey	the detective	the private investigator	A		
Joe paid the detective after he delivered the final report on the case .	joe , who she had discussed the investigation with , paid the detective after he delivered the final report on the case .	trey paid the private investigator after he delivered the final report on the case .	The detective was paid by Joe after he delivered the final report on the case .	he	5	7	6	14	joe	trey	the detective	the private investigator	B		
Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and counted to ten .	beth , who you know from the meditation seminar organised by lara , didn't get angry with sally , who had cut her off , because she stopped and counted to ten .	tashia didn't get angry with francine ,  who had cut her off ,  because  she stopped and counted to ten .	Sally was not gotten angry at by Beth , who had been cut off by her , because she stopped and counted to ten .	she	14	18	14	26	beth	tashia	sally	Francine	A		
Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and apologized .	beth , who you know from the meditation seminar organised by lara , didn't get angry with sally , who had cut her off , because she stopped and apologized .	tashia didn't get angry with francine ,  who had cut her off ,  because  she stopped and apologized .	Sally was not gotten angry at by Beth , who had been cut off by her , because she stopped and apologized .	she	14	18	14	3	beth	tashia	sally	Francine	B		
Jim signaled the barman and gestured toward  his empty glass	jim , who we know from the cocktail party at our neighbor's place , signaled the barman and gestured toward his empty glass	bran signaled the bartender and gestured toward  his empty glass	-	his	7	-	7	20	jim	bran	the barman	the bartender	A		
Jim signaled the barman and gestured toward  his bathroom key .	jim , who we know from the cocktail party at our neighbor's place , signaled the barman and gestured toward his bathroom key .	bran signaled the bartender and gestured toward  his bathroom key .	-	his	7	-	7	20	jim	bran	the barman	the bartender	B		
Dan took the rear seat while Bill claimed the front because  his "Dibs!" was slow .	dan , who we had discussed the rules of "dibs!" with when paul was here , took the rear seat while bill claimed the front because his "dibs!" was slow .	ferdinand took the rear seat while lucas claimed the front because  his "dibs!" was slow .	The rear seat was taken by Dan while the front was claimed by Bill because his "Dibs!" was slow .	his	11	15	11	26	dan	ferdinand	bill	lucas	A		
Dan took the rear seat while Bill claimed the front because  his "Dibs!" was quicker .	dan , who you had discussed the rules of "dibs!" with when paul was here , took the rear seat while bill claimed the front because his "dibs!" was quicker .	ferdinand took the rear seat while lucas claimed the front because  his "dibs!" was quicker .	The rear seat was taken by Dan while the front was claimed by Bill because his "Dibs!" was quicker .	his	11	15	11	26	dan	ferdinand	bill	lucas	B		
Tom said "Check" to Ralph as he moved  his bishop .	tom , who we know from last year's final game against barry , said "check" to ralph as he moved his bishop .	rick said "check" to grover as he moved  his bishop .	Check was said by Tom to Ralph as he moved his bishop .	his	8	8	8	20	tom	rick	ralph	grover	A		
Tom said "Check" to Ralph as he took his bishop .	tom , who she knows from last year's final game against barry , said "check" to ralph as he took his bishop .	rick said "check" to grover as he took his bishop .	Check was said by Tom to Ralph as he took his bishop .	his	8	8	8	20	tom	rick	ralph	grover	B		
As Andrea in the crop duster passed over Susan , she could see the landing strip .	as andrea , who you know from bill's first lecture at the flying school , in the crop duster passed over susan , she could see the landing strip .	as cornelia in the crop duster passed over aria , she could see the landing strip .	As Susan was passed over by Andrea in the crop duster  , she could see the landing strip .	she	10	12	10	23	andrea	cornelia	susan	aria	A		
As Andrea in the crop duster passed over Susan , she could see the landing gear .	as andrea , who you know from bill's first lecture at the flying school , in the crop duster passed over susan , she could see the landing gear .	as cornelia in the crop duster passed over aria , she could see the landing gear .	As Susan was passed over by Andrea in the crop duster  , she could see the landing gear .	she	10	12	10	4	andrea	cornelia	susan	aria	B		
Tom gave Ralph a lift to school so  he wouldn't have to drive alone .	tom , who you know from the dinner party at gary's , gave ralph a lift to school so he wouldn't have to drive alone .	hewlit gave hardy a lift to school so  he wouldn't have to drive alone .	Ralph was given a lift to school by Tom so he wouldn't have to drive alone .	he	8	10	8	3	tom	Hewlit	ralph	hardy	A		
Tom gave Ralph a lift to school so   he wouldn't have to walk .	tom , who you know from the dinner party at gary's , gave ralph a lift to school so he wouldn't have to walk .	hewlit gave hardy a lift to school so   he wouldn't have to walk .	Ralph was given a lift to school by Tom so he wouldn't have to walk .	he	8	10	8	19	tom	Hewlit	ralph	hardy	B		
Bill passed the half-empty plate to John because  he was full .	bill , who you know from the brunch at eric's , passed the half-empty plate to john because he was full .	gaston passed the half-empty plate to hershel because  he was full .	The half-empty plate was passed by Bill to John because he was full .	he	8	10	8	18	bill	Gaston	john	hershel	A		
Bill passed the half-empty plate to John because  he was hungry .	bill , who we know from the brunch at eric's , passed the half-empty plate to john because he was hungry .	gaston passed the half-empty plate to hershel because  he was hungry .	The half-empty plate was passed by Bill to John because he was hungry .	he	8	10	8	18	bill	Gaston	john	hershel	B		
Bill passed the gameboy to John because  his turn was over .	bill , who you know from the brunch at eric's , passed the gameboy to john because his turn was over .	gaston passed the gameboy to hershel because  his turn was over .	The gameboy was passed by Bill to John because his turn was over .	his	7	9	7	17	bill	Gaston	john	hershel	A		
Bill passed the gameboy to John because  his turn was next .	bill , who you know from the brunch at eric's , passed the gameboy to john because his turn was next .	gaston passed the gameboy to hershel because  his turn was next .	The gameboy was passed by Bill to John because his turn was next .	his	7	9	7	17	bill	Gaston	john	hershel	B		
The man lifted the boy onto his shoulders .	the man , that is mentioned in the synopsis of the movie as a friend of the priest , lifted the boy onto his shoulders .	the father lifted the son onto his shoulders .	The boy was lifted by the man onto his shoulders .	his	6	8	6	23	the man	the father	the boy	the son	A		
The man lifted the boy onto his bunk bed .	the man , that is mentioned in the synopsis of the movie as a friend of the priest , lifted the boy onto his bunk bed .	the father lifted the son onto his bunk bed .	The boy was lifted by the man onto his bunk bed .	his	6	8	6	23	the man	the father	the boy	the son	B		
Stretching her back ,  the woman smiled at the girl .	stretching her back , the woman , which he had seen carrying the boy , smiled at the girl .	stretching her back ,  the mother smiled at the daughter .	The girl was smiled at by the woman ,  stretching her back .	her	1	10	1	1	the woman	the mother	the girl	the daughter	A		
Patting her back ,  the woman smiled at the girl .	patting her back , the woman , which he had seen carrying the boy , smiled at the girl .	patting her back ,  the mother smiled at the daughter .	The girl was smiled at by the woman ,  patting her back .	her	1	10	1	1	the woman	the mother	the girl	the daughter	B		
Billy cried because Toby wouldn't accept  his toy .	billy , who you had discussed with doctor clark , cried because toby wouldn't accept his toy .	jonny cried because ricky wouldn't accept  his toy .	-	his	6	-	6	15	billy	jonny	toby	ricky	A		
Billy cried because Toby wouldn't share his toy .	billy , who you had discussed with doctor clark , cried because toby wouldn't share his toy .	jonny cried because ricky wouldn't share his toy .	-	his	6	-	6	15	billy	jonny	toby	ricky	B		
Lily spoke to Donna ,  breaking  her silence .	lily , who you know from a long, intimate conversation with pam , spoke to donna , breaking her silence .	cassidy spoke to constantine ,  breaking  her silence .	Donna was spoken to by Lily , breaking her silence .	her	6	8	6	18	lily	Cassidy	donna	Constantine	A		
Lily spoke to Donna ,  breaking  her concentration .	lily , who we know from a long, intimate conversation with pam , spoke to donna , breaking her concentration .	cassidy spoke to constantine ,  breaking  her concentration .	Donna was spoken to by Lily , breaking her concentration .	her	6	8	6	18	lily	Cassidy	donna	Constantine	B		
When Tommy dropped his ice cream ,  Timmy giggled ,  so father gave   him a sympathetic look .	when tommy , who we know from the birthday party where the class was all invited , dropped his ice cream , timmy giggled , so father gave him a sympathetic look .	when jan dropped his ice cream ,  jon giggled ,  so father gave   him a sympathetic look .	When the ice cream was dropped by Tommy , Timmy giggled , so a sympathetic look was given to him by father .	him	13	19	13	28	tommy	Jan	timmy	Jon	A		
When Tommy dropped his ice cream ,  Timmy giggled ,  so father gave   him a stern look .	when tommy , who she knows from the birthday party where the class was all invited , dropped his ice cream , timmy giggled , so father gave him a stern look .	when jan dropped his ice cream ,  jon giggled ,  so father gave   him a stern look .	When the ice cream was dropped by Tommy , Timmy giggled , so a stern look was given to him by father .	him	13	19	13	28	tommy	Jan	timmy	Jon	B		
As Ollie carried Tommy up the long winding steps ,   his legs ached .	as ollie , who we know from the parenting class which teddy also attended , carried tommy up the long winding steps , his legs ached .	as waldo carried alonso up the long winding steps ,   his legs ached .	As Tommy was carried by Ollie up the long winding steps , his legs ached .	his	10	12	10	23	ollie	waldo	tommy	alonso	A		
As Ollie carried Tommy up the long winding steps ,   his legs dangled .	as ollie , who you know from the parenting class which teddy also attended , carried tommy up the long winding steps , his legs dangled .	as waldo carried alonso up the long winding steps ,   his legs dangled .	As Tommy was carried by Ollie up the long winding steps , his legs dangled .	his	10	12	10	23	ollie	waldo	tommy	alonso	B		
The father carried the sleeping boy in his arms .	the father , which we had seen moving the groceries out of the car with the daughter , carried the sleeping boy in his arms .	the man carried the sleeping son in his arms .	The sleeping boy was carried by the Father in his arms .	his	7	9	7	23	the father	the man	the boy	the son	A		
The father carried the sleeping boy in his bassinet .	the father , which we had seen moving the groceries out of the car with the daughter , carried the sleeping boy in his bassinet .	the man carried the sleeping son in his bassinet .	The sleeping boy was carried by the Father in his bassinet .	his	7	9	7	23	the father	the man	the boy	the son	B		
The woman held the girl against  her chest .	the woman , which we had seen moving the groceries out of the car with the daughter , held the girl against her chest .	the mother held the daughter against  her chest .	The girl was held by the woman against her chest .	her	6	8	6	22	the woman	the mother	the girl	the daughter	A		
The woman held the girl against  her will .	the woman , which we had seen moving the groceries out of the car with the daughter , held the girl against her will .	the mother held the daughter against  her will .	The girl was held by the woman against her will .	her	6	8	6	22	the woman	the mother	the girl	the daughter	B		
Pam's parents came home and found her having sex with her boyfriend , Paul . They were furious about it .	pam's parents , which she had seen leave with their friends jane and harry , came home and found her having sex with her boyfriend , paul . they were furious about it .	mara's parents came home and found her having sex with her boyfriend , danny . they were furious about it .	-	They	15	-	15	28	pam's parents	mara's parents	pam and paul	mara and danny	A		
Pam's parents came home and found her having sex with her boyfriend , Paul . They were embarrassed about it .	pam's parents , which he had seen leave with their friends jane and harry , came home and found her having sex with her boyfriend , paul . they were embarrassed about it .	mara's parents came home and found her having sex with her boyfriend , danny . they were embarrassed about it .	-	They	15	-	15	28	pam's parents	mara's parents	pam and paul	mara and danny	B		
Dr . Adams informed Kate that  she had retired and presented several options for future treatment .	dr . adams , who we had discussed with dr . barton  , informed kate that she had retired and presented several options for future treatment .	dr . marcus informed kally that  she had retired and presented several options for future treatment .	Kate was informed by Dr . Adams that she had retired and was presented several options for future treatment .	she	6	8	6	16	dr .  adams	dr . marcus	kate	kally	A		
Dr . Adams informed Kate that  she had cancer and presented several options for future treatment .	dr . adams , who she had discussed with dr . barton , informed kate that she had cancer and presented several options for future treatment .	dr . marcus informed kally that  she had cancer and presented several options for future treatment .	Kate was informed by Dr . Adams that she had cancer and was presented several options for future treatment .	she	6	8	6	5	dr .  adams	dr . marcus	kate	kally	B		
Dan had to stop Bill from toying with the injured bird .  He is very compassionate .	dan , who we know from the animal rights movement lead by steve , had to stop bill from toying with the injured bird . he is very compassionate .	leandro had to stop benton from toying with the injured bird .  he is very compassionate .	Bill had to be stopped by Dan from toying with the injured bird .  He is very compassionate .	He	12	14	12	25	dan	Leandro	bill	Benton	A		
Dan had to stop Bill from toying with the injured bird .  He is very cruel .	dan , who we know from the animal rights movement lead by steve , had to stop bill from toying with the injured bird . he is very cruel .	leandro had to stop benton from toying with the injured bird .  he is very cruel .	Bill had to be stopped by Dan from toying with the injured bird .  He is very cruel .	He	12	14	12	25	dan	Leandro	bill	Benton	B		
George got free tickets to the play ,  but he gave them to Eric ,  even though he was particularly eager to see it .	george , who we know from the performance of hamlet which adam directed , got free tickets to the play , but he gave them to eric , even though he was particularly eager to see it .	gary got free tickets to the play ,  but he gave them to wes ,  even though he was particularly eager to see it .	Free tickets to the play were gotten by George ,  but they were given by him to Eric ,  even though he was particularly eager to see it .	he	17	21	17	22	george	gary	eric	wes	A		
George got free tickets to the play ,  but he gave them to Eric ,  because he was particularly eager to see it .	george , which we had seen at the performance of hamlet which adam directed , got free tickets to the play , but he gave them to eric , because he was particularly eager to see it .	gary got free tickets to the play ,  but he gave them to wes ,  because he was particularly eager to see it .	Free tickets to the play were gotten by George , but they were given by him to Eric , because he was particularly eager to see it .	he	16	20	16	23	george	gary	eric	wes	B		
George got free tickets to the play ,  but he gave them to Eric ,  because he was not particularly eager to see it .	george , who we know from the performance of hamlet which adam directed , got free tickets to the play , but he gave them to eric , because he was not particularly eager to see it .	gary got free tickets to the play ,  but he gave them to wes ,  because he was not particularly eager to see it .	Free tickets to the play were gotten by George , but they were given by him to Eric , because he was not particularly eager to see it .	he	16	20	16	22	george	gary	eric	wes	A		
Jane gave Joan candy because  she wasn't hungry .	jane , who you know from the dinner party at carry's , gave joan candy because she wasn't hungry .	brailey gave joana candy because  she wasn't hungry .	Candy was given to Joan by Jane because she wasn't hungry .	she	5	8	5	16	jane	brailey	joan	joana	A		
Jane gave Joan candy because  she was hungry .	jane , who you know from the dinner party at carry's , gave joan candy because she was hungry .	brailey gave joana candy because  she was hungry .	Candy was given to Joan by Jane because she was hungry .	she	5	8	5	3	jane	brailey	joan	joana	B		
