text_original	text_random	text_role_rev	text_rel_1	text_syn	text_voice_switch	pron	pron_index	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_rand	answerA	answerA_syn	answerB	answerB_syn	correctAnswer	Name_A	Name_B
I can't cut that tree down with that axe ;  it is too small .	Ambulances , baggage trucks , and cars surrounded it . Under committee rules , it went automatically to a subcommittee for one week . I can't cut that tree down with that axe ; it is too small . As the girls come to belly dancing from this and other origins , the melting pot has never bubbled more intriguingly . The administration could not say why $28 million was needed for a grant-in-aid program .		I can't cut that tree , which is known for being one of the oldest trees in this part of town , down with that axe ; it is too small .	i can't cut that bush down with that hatchet ;  it is too small .	The tree could not be cut with that axe by me ; it is too small .	it	10	12	10	27	34	the tree	the bush	the axe	the hatchet	B		
The foxes are getting in at night and attacking the chickens .  I shall have to kill  them .	And although the universe may forever defy understanding , it might even now be finding its match in the imagination of man . President Kennedy's invitation to the Spanish-born master said , `` We feel your performance as one of the world's greatest artists would lend distinction to the entertainment of our guests '' . The foxes are getting in at night and attacking the chickens . I shall have to kill them . When the University of Chicago's Chancellor Lawrence A. Kimpton submitted his resignation last March , a mighty talent hunt gripped the Midway . Mikoyan declared :		the foxes , which you had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . i shall have to kill them .	the mutts are getting in at night and attacking the hens .  i shall have to kill  them .	The chickens are being attacked by the foxes which are getting in at night . I shall have to kill them .	them	16	20	17	31	71	the foxes	the mutts	the chickens	the hens	A		
The foxes are getting in at night and attacking the chickens .  I shall have to guard  them .	In this historic square are several statues , but the one that stands out over the others is that of Gen. Andrew Jackson , hero of the Battle of New Orleans . He was able to smell a bargain -- and a masterpiece -- a continent away , and the Museum of Modern Art's Alfred Barr said of him : `` I have never mentioned a new artist that Thompson didn't know about '' . The foxes are getting in at night and attacking the chickens . I shall have to guard them . The same can be said about the half-hearted Cuban invasion mounted by the administration last April , which , we trust , is not symptomatic of the methods to be invoked in holding off the felonious Khrushchev . They had a loving touch .		the foxes , which he had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . i shall have to guard them .	the mutts are getting in at night and attacking the hens .  i shall have to guard  them .	The chickens are being attacked by the foxes which are getting in at night . I shall have to guard them .	them	16	20	17	31	91	the foxes	the mutts	the chickens	the hens	B		
The foxes are getting in at night and attacking the chickens .    They have gotten very bold .	And of course Larkin has just the thing they want . It is one that most try to avoid , as long as they can see an alternative approach to the problem . The foxes are getting in at night and attacking the chickens . They have gotten very bold . It finally reached Broadway in the second and successful version of `` Strike Up The Band '' in 1929 . As a result no comparable literature of the period is better known and better studied nor more often performed than the English madrigal .		the foxes , which he had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . they have gotten very bold .	the mutts are getting in at night and attacking the hens .    they have gotten very bold .	The chickens are being attacked by the foxes which are getting in at night .  They have gotten very bold .	They	12	15	12	26	45	the foxes	the mutts	the chickens	the hens	A		
The foxes are getting in at night and attacking the chickens .    They have gotten very nervous .	Reply : This is not the sort of thing most politicos would care to acknowledge publicly . The foxes are getting in at night and attacking the chickens . They have gotten very nervous . The roar of Palmer's gallery as he sank a thrilling putt would roll out across the parklike landscape of Augusta , only to be answered moments later by the roar of Player's gallery for a similar triumph . Show spotlights the Kings -- George Worth , Bill Kay , Frank Ciciulla and Gene Wilson , flanked by Dave Grossman and Ron Stevens .		the foxes , which she had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . they have gotten very nervous .	the mutts are getting in at night and attacking the hens .    they have gotten very nervous .	The chickens are being attacked by the foxes which are getting in at night .  They have gotten very nervous .	They	12	15	12	26	29	the foxes	the mutts	the chickens	the hens	B		
Fred covered his eyes with his hands ,  because the wind was blowing sand around .  He opened  them when the wind stopped .	The simple , clever production was also able to tread the thin line between those extremes . Highways go to a new Department of Highways , sewers to the Department of Public Works , such street cleaning as Borough Presidents now do ( in Queens and Richmond ) to the Sanitation Department . Fred covered his eyes with his hands , because the wind was blowing sand around . He opened them when the wind stopped . Ed Donnelly is still bothered by a side injury and will miss his starting turn . The book is by Jerome Weidman and George Abbott , music by Jerry Bock , lyrics by Sheldon Harnick , choreography by Peter Gennaro , scenery , costumes and lighting by William and Jean Eckart , musical direction by Jack Elliott , and the production was directed by Mr. Abbott .		fred covered his eyes , which you had seen covered in gauze when they were infected , with his hands , because the wind was blowing sand around . he opened them when the wind stopped .	fred covered his eyes with his palms ,  because the wind was blowing sand around .  he opened  them when the wind stopped .	Fred's eyes were covered with his hands , because the wind was blowing sand around . He opened them when the wind stopped .	them	17	18	18	31	70	his eyes	his eyes	his hands	his palms	A		
Fred covered his eyes with his hands ,  because the wind was blowing sandaround .  He lowered  them when the wind stopped .	The move for establishment of a national seashore park on 30,000 acres of Cape Cod , from Provincetown to Chatham , is strengthened by President Kennedy's interest in that area . Perhaps the engineers can find out what causes all the congestion and suggest methods to eliminate it . Fred covered his eyes with his hands , because the wind was blowing sandaround . He lowered them when the wind stopped . And the leading issue , that of piecemeal aggression , remains the same . The district office here employs about 65 .		fred covered his eyes , which you had seen covered in gauze when they were infected , with his hands , because the wind was blowing sandaround . he lowered them when the wind stopped .	fred covered his eyes with his palms ,  because the wind was blowing sandaround .  he lowered  them when the wind stopped .	Fred's eyes were covered with his hands , because the wind was blowing sand around . He opened them and the wind stopped .	them	17	18	17	30	66	his eyes	his eyes	his hands	his palms	B		
The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured   it was too hard to pronounce .	Formula is due this week The reading , which has been watched with interest since Russia's detonation of a super bomb Monday , was 4 on Tuesday and 7 last Saturday , a level far below the danger point , according to the board of health . The actress used to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was too hard to pronounce . You cannot wear the banner of God and at the same time harbor envy , jealousy and grudges in your heart . Do they , the A.M.A. , offer any solution other than outright abolition of a medical system unsurpassed anywhere in the world ? ?		the actress used to be named terpsichore , which he had seen in an old manuscript about Hephaestus , but she changed it to tina a few years ago , because she figured it was too hard to pronounce .	the actress used to be named aphrodite ,  but she changed it to abby a few years ago ,  because she figured   it was too hard to pronounce .	The actress used to be named Terpsichore , but it was changed to Tina a few years ago , because she figured it was too hard to pronounce .	it	22	22	22	23	69	terpsichore	aphrodite	tina	abby	A		
The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured   it was easier to pronounce .	Rep. James Cotten of Weatherford insisted that a water development bill passed by the Texas House of Representatives was an effort by big cities like Dallas and Fort Worth to cover up places like Paradise , a Wise County hamlet of 250 people . But Player's real test came on the ninth hole , a downhill dogleg to the left measuring 420 yards . The actress used to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was easier to pronounce . There is not anywhere on the frontiers of freedom a more highly mobilized force for liberation . Meanwhile , in Moscow , Khrushchev was adding his bit to the march of world law by promising to build a bomb with a wallop equal to 100 million tons of TNT , to knock sense into the heads of those backward oafs who can't see the justice of surrendering West Berlin to communism .		the actress used to be named terpsichore , which he had seen in an old manuscript about Hephaestus , but she changed it to tina a few years ago , because she figured it was easier to pronounce .	the actress used to be named aphrodite ,  but she changed it to abby a few years ago ,  because she figured   it was easier to pronounce .	The actress used to be named Terpsichore , but it was changed to Tina a few years ago , because she figured it was too easier to pronounce .	it	22	22	22	23	86	terpsichore	aphrodite	tina	abby	B		
Fred watched TV while George went out to buy groceries .  After an hour he got up .	The story of a quarter of a century of Soviet-Western relations is vitally important , and it is told with the fire of a first-rate historical narrator . Before her chore was finished she was rescuing wind-blown sheets of music , trundling microphones about the stage , helping to move the piano and otherwise joining in the informal atmosphere . Fred watched TV while George went out to buy groceries . After an hour he got up . The honor of the Belgians in this matter is not to be questioned -- only their judgment . They are willing to settle , however , in anything that offers pheasants to shoot at and peasants to work at .		fred , who you know from last week's sit down with angelo , watched tv while george went out to buy groceries . after an hour he got up .	perry watched tv while jerold went out to buy groceries .  after an hour he got up .	TV was watched by Fred while George went out to buy groceries .  After an hour he got up .	he	14	16	14	26	74	fred	perry	george	jerold	A		
Fred watched TV while George went out to buy groceries .  After an hour he got back .	The immediate families of the generals and the admirals are well fed : a despot does not economize on his generals . This excellent foreign bomb takes only six . Fred watched TV while George went out to buy groceries . After an hour he got back . It was there that the two accused civil servants were at work . `` Behind that Charlie Chaplin moustache and that truant lock of hair that always covered his forehead , behind the tirades and the sulky silences , the passionate orations and the occasional dull evasive stare , behind the prejudices , the cynicism , the total amorality of behavior , behind even the tendency to great strategic mistakes , there lay a statesman of no mean qualities : Shrewd , calculating , in many ways realistic , endowed -- like Stalin -- with considerable powers of dissimulation , capable of playing his cards very close to his chest when he so desired , yet bold and resolute in his decisions , and possessing one gift Stalin did not possess : The ability to rouse men to fever pitch of personal devotion and enthusiasm by the power of the spoken word '' .		fred , who you know from last week's sit down with angelo , watched tv while george went out to buy groceries . after an hour he got back .	perry watched tv while jerold went out to buy groceries .  after an hour he got back .	TV was watched by Fred while George went out to buy groceries . After an hour he got back .	he	14	16	14	26	44	fred	perry	george	jerold	B		
Fred was supposed to run the dishwasher ,  but he put it off ,   because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned   it on .	The Belgians also placed great emphasis on education . Let us have more benches and fewer forbidden areas around fountains and gardens . Fred was supposed to run the dishwasher , but he put it off , because he wanted to watch TV . But the show turned out to be boring , so he changed his mind and turned it on . The National Association of Broadcasters code specifically bars hard-liquor commercials . At first hardly a person in the audience moved , although some umbrellas were opened .		fred was supposed to run the dishwasher , that is known for breaking down when the washing machine is also used , , but he put it off , because he wanted to watch tv . but the show turned out to be boring , so he changed his mind and turned it on .	fred was supposed to run the dish washing machine ,  but he put it off ,   because he wanted to watch television .  but the show turned out to be boring ,  so he changed his mind and turned   it on .	The dishwasher was supposed to be run by Fred , but it was put off by him , because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned it on .	it	35	41	39	26	58	the dishwasher	the dish washing machine	the tv	the television	A		
Fred was supposed to run the dishwasher ,  but he put it off ,   because he wanted to watch TV .  But the show turned out to be boring ,  so he changed his mind and turned   it off .	The approval of only three members of the board of school estimate is required to certify the amount of money to be allotted to the college . Cincinnati , Ohio ( AP ) Fred was supposed to run the dishwasher , but he put it off , because he wanted to watch TV . But the show turned out to be boring , so he changed his mind and turned it off . The Newport-based destroyer picket escort Kretchmer has arrived back at Newport after three months' patrol in North Atlantic waters marked by mercy jobs afloat and ashore . These two , Heritage and Drexel , chose too not to produce the exactly matching design for every piece , but a collection of correlated designs , each of which could stand alone .		fred was supposed to run the dishwasher , that is known for breaking down when the washing machine is also used , , but he put it off , because he wanted to watch tv . but the show turned out to be boring , so he changed his mind and turned it off .	fred was supposed to run the dish washing machine ,  but he put it off ,   because he wanted to watch television .  but the show turned out to be boring ,  so he changed his mind and turned   it off .	The dishwasher was supposed to be run by Fred , but it was put off by him , because he wanted to watch TV . But the show turned out to be boring , so he changed his mind and turned it off .	it	35	41	39	26	68	the dishwasher	the dish washing machine	the tv	the television	B		
Fred is the only man still alive who remembers my great-grandfather .   He is a remarkable man .	Question raised It was heard again in Philadelphia in 1927 in the first version of `` Strike Up The Band '' and again abandoned shortly before the entire show was given up . Fred is the only man still alive who remembers my great-grandfather . He is a remarkable man . The others were valued at $325 , $75 and $65 . The details of the suburban concerts next season , and the centers in which they will be given , will be announced later , Mr. Toobin said .		fred , who we know from the gathering where todd took us last week , is the only man still alive who remembers my great-grandfather . he is a remarkable man .	cosmo is the only man still alive who remembers my great-grandpa .   he is a remarkable man .	-	He	12	-	12	26	45	fred	cosmo	my great-grandfather	my great-grandpa	A		
Fred is the only man still alive who remembers my great-grandfather .   He was a remarkable man .	It is a kind of justice , too , that it should originate in London's Royal Albert Hall , where , traditionally , the loudest , if not the greatest , performers have entertained the thousands it will accommodate ( RCA Victor LM 2454 , $4.98 ) . As we understand , this directive was given to all city and county employes . Fred is the only man still alive who remembers my great-grandfather . He was a remarkable man . While neighbor women assumed some of the dead mother's duties , fund-raising events were being planned by a homeowners association and a student council for the hard-hit Henry Kowalski family , 34220 Viceroy . The melodies flow along pleasantly , as Mr. Coward's songs usually do , but his lyrics have a tired , cut-to-a-familiar-pattern quality .		fred , who we know from the gathering where todd took us last week , is the only man still alive who remembers my great-grandfather . he was a remarkable man .	cosmo is the only man still alive who remembers my great-grandpa .   he was a remarkable man .	-	He	12	-	12	26	75	fred	cosmo	my great-grandfather	my great-grandpa	B		
Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father ,   he was twelve years old .	He took a midnight train out of Cleveland Saturday , without an official word to anybody , and has stayed away from newsmen on his train trip across the nation to Reno , Nev. , where his wife , former Olympic Diving Champion Zoe Ann Olsen , awaited . Sam Rayburn took unnumbered secrets with him to the grave , for he was never loquacious , and his word , once given , was not subject to retraction . Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father , he was twelve years old . In Colorado , Ouray has its Fall Color Week Sept. 22-29 , Rye and Salida both sponsor Aspencades Sept. 24 , and Steamboat Springs has a week-long Aspencade Sept. 25-30 . Sent home for rest		fred , who you know from the gathering where todd took us last week , is the only man alive who still remembers my father as an infant . when fred first saw my father , he was twelve years old .	cosmo is the only man alive who still remembers my old man as an infant . when cosmo first saw my old man ,   he was twelve years old .	-	he	22	-	24	36	101	fred	cosmo	my father	my old man	A		
Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father ,   he was twelve months old .	The executive paid tribute to research and development and technology for their great contributions in the past , but he also cautioned industry that they tend to be great equalizers because they move at a fairly even pace within an industry and fail to give it the short-term advantage which it often needs . at will , the voice of the auctioneer , the voices of the bidders , and finally the small boy who had been so interested in Mr. Podger's hammock purchase . Fred is the only man alive who still remembers my father as an infant . When Fred first saw my father , he was twelve months old . What do the pretty SMU girls like on their plates ? ? But exactly how far it will go toward improving conditions is another question because there is so much that needs doing .		fred , who we know from the gathering where todd took us last week , is the only man alive who still remembers my father as an infant . when fred first saw my father , he was twelve months old .	cosmo is the only man alive who still remembers my old man as an infant . when cosmo first saw my old man ,   he was twelve months old .	-	he	22	-	24	36	107	fred	cosmo	my father	my old man	B		
In July ,  Kamtchatka declared war on Yakutsk .  Since Yakutsk's army was much better equipped and ten times larger ,    they were defeated within weeks .	But Mr. Bragg is a remarkably gifted conductor , and the results he has produced with his boys are generally superior . The Major decided that , rather than be led , the slugger could lead . In July , Kamtchatka declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were defeated within weeks . Even so , it adds up to impossible odds , except that the question arises , On whose side would the Mainland Chinese army fight ? ? Jean-Marie LeClair still is remembered a bit , but Bodin De Beismortier , Corrette and Mondonville are hardly household words .		In July , Kamtchatka , which is located near the southernmost part of Leraka , declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were defeated within weeks .	in july , yelizovo declared war on kapitonovka .  since kapitonovka's army was much better equipped and ten times larger ,    they were defeated within weeks .	In July , war was declared by Kamtchatka on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were defeated within weeks .	they	21	23	21	32	58	kamchatka	yelizovo	yakutsk	kapitonovka	A		
In July ,  Kamtchatka declared war on Yakutsk .  Since Yakutsk's army was much better equipped and ten times larger ,    they were victorious within weeks .	More , the U.S. action was hailed by a principal opposition leader , Dr. Juan Bosch , as having saved `` many lives and many troubles in the near future '' . `` Perhaps it is better to stay at home . In July , Kamtchatka declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks . There were several fairly good minor portraits in the play , including William Hansen's impersonation of a stubborn , rather pathetic father , and Katherine Squire's vigorous characterization of a farm mother who brooked no hifalutin' nonsense from her daughter , or anyone else . Those would be reserved for the orchestra's great nights when the soloist can surpass himself .		In July , Kamtchatka , which is located near the southernmost part of Leraka , declared war on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks .	in july ,  yelizovo declared war on kapitonovka .  since kapitonovka's army was much better equipped and ten times larger ,    they were victorious within weeks .	In July , war was declared by Kamtchatka on Yakutsk . Since Yakutsk's army was much better equipped and ten times larger , they were victorious within weeks .	they	21	23	21	32	63	kamchatka	yelizovo	yakutsk	kapitonovka	B		
Look ! There is a minnow swimming right below that duck ! It had better get away to safety fast !	-- In Today's `` Voice '' , the CTA is urged to reduce fares for senior citizens . Inter-american Press Look ! There is a minnow swimming right below that duck ! It had better get away to safety fast ! All five pleaded innocent . Where only one club existed before , he says , two will flourish henceforth .		Look ! There is a minnow , which we'd seen passing across with another type of fish earlier , swimming right below that duck ! It had better get away to safety fast !	look ! there is a cyprinid swimming right below that wigeon ! it had better get away to safety fast !	Look ! That duck is being swam right below by a minnow ! It had better get away to safety fast !	It	11	13	12	24	31	the minnow	the cyprinid fish	the duck	the wigeon	A		
Look ! There is a shark swimming right below that duck !  It had better get away to safety fast !	( The last doorman that saw me do that should calm himself . ) The House , which had passed its smaller appropriation before the President's urgent call for more , was expected to go along with the increased defense budget in short order . Look ! There is a shark swimming right below that duck ! It had better get away to safety fast ! In this manner , every scheme for direct control broke to pieces on the great protective rock of the anti-trust laws . Jump off is tomorrow night when the Packs meet St. Louis in their season home opener .		Look ! There is a shark , which we'd seen passing across with another type of fish earlier , swimming right below that duck ! It had better get away to safety fast !	look ! there is a shark swimming right below that wigeon !  it had better get away to safety fast !	Look ! That shark is being swam right below by a minnow ! It had better get away to safety fast !	It	11	13	12	24	56	the shark	the great white shark	the duck	the wigeon	B		
Archaeologists have concluded that humans lived in Laputa 20,000 years ago .   They hunted for evidence on the river banks .	The first was the commune program , which will ensure agricultural poverty for years . So I started making some calls of my own . Archaeologists have concluded that humans lived in Laputa 20,000 years ago . They hunted for evidence on the river banks . `` Negro-appeal radio is more important to the Negro today , because it provides a direct and powerful mirror in which the Negro can hear and see his ambitions , achievements and desires . Paintings and drawings by Marie Moore of St. Thomas , Virgin Islands , are shown thru Nov. 5 at the Meadows Gallery , 3211 Ellis Av. , week days , 3 p.m. to 8 p.m. , Sundays 3 p.m. to 6 p.m. , closed Mondays .		archaeologists , who we know from last year's conference with academics from other fields , have concluded that humans lived in laputa 20,000 years ago . they hunted for evidence on the river banks .	paleographers have concluded that humans lived in laputa 20,000 years ago .   they hunted for evidence on the river banks .	It has been concluded by archaeologists that humans lived in Laputa 20,000 years ago . They hunted for evidence on the river banks .	They	14	20	12	26	39	archaeologists	paleographers	prehistoric humans	primeval humans	A		
Archaeologists have concluded that humans lived in Laputa 20,000 years ago .   They hunted for deer on the river banks .	Secretary Goldberg and Sen. Morse will hold a joint press conference at the Roosevelt Hotel at 4:30 p.m. Sunday , Blaine Whipple , executive secretary of the Democratic Party of Oregon , reported Tuesday . Well , we can't have everything . Archaeologists have concluded that humans lived in Laputa 20,000 years ago . They hunted for deer on the river banks . Mr. Nixon , despite a very earnest effort to capture the minority groups , failed to do so . Here , in the cool , autumn-touched evening , Mr. Podger mentally retraced a day that had left him greatly contented and at peace .		archaeologists , who she knows from last year's conference with academics from other fields , have concluded that humans lived in laputa 20,000 years ago . they hunted for deer on the river banks .	paleographers have concluded that humans lived in laputa 20,000 years ago .   they hunted for deer on the river banks .	It has been concluded by archaeologists that humans lived in Laputa 20,000 years ago . They hunted for deer on the river banks .	They	14	20	12	26	56	archaeologists	paleographers	prehistoric humans	primeval humans	B		
Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	Harold , with brothers Frank , Joe and William , took over at the death of their father , Harry M. Stevens , who put a few dollars into a baseball program , introduced the `` hot dog '' and paved the way for creation of a catering empire . It was marked by controversy , anonymous midnight phone calls and veiled threats of violence . Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago . To the tens of thousands who must transfer to ride to Seventy-fourth Street and change for the IND , this takes a daily toll of time and temper . `` If an opponent accuses you of lying , don't deny it .		Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	three species of aquatic vertebrates that have recently been found living in the indian ocean are being studied by biologists .   they began two years ago .	The scientists are studying three species of fish that have recently been found living in the Indian Ocean .  They began two years ago .	They	18	19	21	18	84	the scientists	the biologists	the fish	the aquatic vertebrate	A		
The scientists are studying three species of fish that have recently been found living in the Indian Ocean .   They appeared two years ago .	It declares that Sunday sales licenses provide `` great revenue '' to the local government . Congressmen returning from recess say the people admire President Kennedy so much , they're even willing to heed his call to sacrifice -- and give up his program . The scientists are studying three species of fish that have recently been found living in the Indian Ocean . They appeared two years ago . When I had my big job with the double headlights and yards of chrome , the gas people were happy to see me . But a historian might put his finger on a specific man and date , and hold out the hope that the troubles will sometime pass away .		the scientists , who you know from the discussion panel with universitry researchers , are studying three species of fish that have recently been found living in the indian ocean . they appeared two years ago .	the biologists are studying three species of aquatic vertebrates that have recently been found living in the indian ocean .   they appeared two years ago .	Three species of fish that have recently been found living in the Indian Ocean are being studied by scientists . They began two years ago .	They	18	20	20	31	63	the scientists	the biologists	the fish	the aquatic vertebrate	B		
The journalists interviewed the stars of the new movie .    They were very persistent ,  so the interview lasted for a long time .	This may not be true of many writers , but it certainly is true of Mr. Sansom . A 24-year-old Atlanta man was arrested Sunday after breaking into the home of relatives in search of his wife , hitting his uncle with a rock and assaulting two police officers who tried to subdue him , police said . The journalists interviewed the stars of the new movie . They were very persistent , so the interview lasted for a long time . `` I bought my first dress from him when I was still a struggling young actress '' , she reminisces . Ethics and peace		the journalists , which you had seen on the tv show about 60s musicians , interviewed the stars of the new movie . they were very persistent , so the interview lasted for a long time .	the anchors interviewed the celebreties of the new movie .    they were very persistent ,  so the interview lasted for a long time .	The stars of the new movie were interviewed by the journalists . They were very persistent , so the interview lasted for a long time .	They	10	12	10	23	68	the journalists	the anchors	the stars	the celebreties	A		
The journalists interviewed the stars of the new movie .    They were very cooperative ,  so the interview lasted for a long time .	Irene suits rate high because they are designed for her long-bodied silhouette . Perhaps there is more truth than we are wont to admit in the conviction of that ornament of Tarheelia , Robert Ruark's grandfather , who was persuaded that the great curse of the modern world is `` all this gallivantin' '' . The journalists interviewed the stars of the new movie . They were very cooperative , so the interview lasted for a long time . The collected works of James Thurber , now numbering 25 volumes ( including the present exhibit ) represent a high standard of literary excellence , as every schoolboy knows . The dialogue is sharp , witty and candid -- typical `` don't eat the daisies '' material -- which has stamped the author throughout her books and plays , and it was obvious that the Theatre-by-the-Sea audience liked it .		the journalists , which she had seen on the tv show about 60s musicians , interviewed the stars of the new movie . they were very cooperative , so the interview lasted for a long time .	the anchors interviewed the celebreties of the new movie .    they were very cooperative ,  so the interview lasted for a long time .	The stars of the new movie were interviewed by the journalists . They were very cooperative , so the interview lasted for a long time .	They	10	12	10	23	65	the journalists	the anchors	the stars	the celebreties	B		
The police arrested all of the gang members .    They were trying to stop the drug trade in the neighborhood .	`` You see , first of all and in a sense as the source of all other ills , the unshakeable American commitment to the principle of unconditional surrender : The tendency to view any war in which we might be involved not as a means of achieving limited objectives in the way of changes in a given status quo , but as a struggle to the death between total virtue and total evil , with the result that the war had absolutely to be fought to the complete destruction of the enemy's power , no matter what disadvantages or complications this might involve for the more distant future '' . The Newport-based destroyer picket escort Kretchmer has arrived back at Newport after three months' patrol in North Atlantic waters marked by mercy jobs afloat and ashore . The police arrested all of the gang members . They were trying to stop the drug trade in the neighborhood . Dodge reported the following breakdown : Charlotte Fairchild was excellent as the loyal Marie , who became the second Mrs. LaGuardia , singing and acting with remarkable conviction .		the police , who you had discussed with the politicians , arrested all of the gang members . they were trying to stop the drug trade in the neighborhood .	the cops arrested all of the gangsters .    they were trying to stop the drug trade in the neighborhood .	All of the gang members were arrested by the police . They were trying to stop the drug trade in the neighborhood .	They	9	11	8	18	147	the police	the cops	the gang members	the gangsters	A		
The police arrested all of the gang members .    They were trying to run the drug trade in the neighborhood .	A special presentation was made to Mrs. Geraldine Thompson of Red Bank , who is stepping down after 35 years on the committee . He is a dull , unformed , and aimless person ; ; The police arrested all of the gang members . They were trying to run the drug trade in the neighborhood . For example , there was sheet music with the word `` jazz '' in the title , to illustrate how a word of uncertain origin took hold . I say chantey .		the police , who he had discussed with the politicians , arrested all of the gang members . they were trying to run the drug trade in the neighborhood .	the cops arrested all of the gangsters .    they were trying to run the drug trade in the neighborhood .	All of the gang members were arrested by the police . They were trying to run the drug trade in the neighborhood .	They	9	11	8	18	45	the police	the cops	the gang members	the gangsters	B		
I put the cake away in the refrigerator .    It has a lot of butter in it .	Her acting began with the Birmingham Repertory Company and she soon became the toast of the West End . Tartuffe is the religious hypocrite who courts his benefactor's wife . I put the cake away in the refrigerator . It has a lot of butter in it . In western Massachusetts and northwest Connecticut , the Berkshires are at their vibrant prime the first week of October . Once you learn how to translate Communese , much of each day's deluge of news will become clearer .		i put the cake , that is located at the far end of the cupboard right now , away in the refrigerator . it has a lot of butter in it .	i put the pie away in the fridge .    it has a lot of butter in it .	The cake was put away in the refrigerator by me . It has a lot of butter in it .	It	9	11	9	23	39	the cake	the pie	the refrigerator	the fridge	A		
I put the cake away in the refrigerator .    It has a lot of leftovers in it .	I do it , lots o' times -- I like to lie in a hammock at night , by myself , when it's all quiet . The cases involved judges in the 33d , 24th , and 42d precincts of the 31st ward , the 21st and 28th precincts of the 29th ward , the 18th precinct of the 4th ward , and the 9th precinct of the 23d ward . I put the cake away in the refrigerator . It has a lot of leftovers in it . On balance , prices of those bonds have slipped a bit since then . He said he had never talked to Liston '' .		i put the cake , that is located at the far end of the cupboard right now , away in the refrigerator . it has a lot of leftovers in it .	i put the pie away in the fridge .    it has a lot of leftovers in it .	The cake was put away in the refrigerator by me . It has a lot of leftovers in it .	It	9	11	9	23	80	the cake	the pie	the refrigerator	the fridge	B		
Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be better .	If Mr. Kennan is sometimes a little somber in his appraisals , if his analysis of how Western diplomacy met the challenge of an era of great wars and social revolutions is often critical and pessimistic -- well , the record itself is not too encouraging . All the sins of ancient Rome are said to be collected into this three-hour film . Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be better . Dumont spoke on the merit of having an open primary . their program of mass medical care was doubtless the best on the continent ; ;		Sam broke both his ankles , which had already been in need of treatment for arthritis , and he's walking with crutches . But a month or so from now they should be better .	sam broke both his gliding joints and he's walking with aids .  but a month or so from now   they should be better .	-	they	18	-	19	30	81	the ankles	the gliding joints	the crutches	the aids	A		
Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be unnecessary .	It seems to me that N.C. , in his editorial `` Confrontation '' ( SR , Mar. 25 ) , has hit upon the real problem that bothers all of us in a complex world : how do we retain our personal relationship with those who suffer ? ? The heightened tension , in fact , had been a major factor in the President's change of view about the urgency of a meeting with the Soviet leader . Sam broke both his ankles and he's walking with crutches . But a month or so from now they should be unnecessary . The new fees are expected to raise an additional $740,000 in the remainder of 1961 and $2,330,000 more a year after that . Hansen arrived just before nightfall , two hours late , in company with Lee MacPhail ; ;		Sam broke both his ankles , which had already been in need of treatment for arthritis , and he's walking with crutches . But a month or so from now they should be unnecessary .	sam broke both his gliding joints and he's walking with aids .  but a month or so from now   they should be unnecessary .	-	they	18	-	19	30	96	the ankles	the gliding joints	the crutches	the aids	B		
When the sponsors of the bill got to the town hall ,  they were surprised to find that the room was full of opponents .    They were very much in the minority .	Behind this reply , and its many variations , is the ever-present budget problem all libraries must face , from the largest to the smallest . The lawyer with whom I studied law steered me off the Socialist track . When the sponsors of the bill got to the town hall , they were surprised to find that the room was full of opponents . They were very much in the minority . There are 70 children there and the mothers donate one day a week to the school . There is probably a moral in all this about `` mind vs. heart '' .		when the sponsors , which we had seen speaking to the public , of the bill got to the town hall , they were surprised to find that the room was full of opponents . they were very much in the minority .	when the advocates of the bill got to the town hall ,  they were surprised to find that the room was full of adversaries .    they were very much in the minority .	-	They	24	-	25	22	64	the sponsors	the advocates	the opponents	the adversaries	A		
