text_original	text_tense	text_random_context	text_rel_clause	text_voice	text_syn	text_gender	text_number	text_scrambled	text_adverb	pair_number	discrim_word	answer_a_gender	answer_b_gender	answer_a_number	answer_b_number	text_freqnoun	pron	pron_gender	pron_number	pron_index	pron_index_adverb	pron_index_context	pron_index_number	pron_index_gender	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_tense	pron_index_scrambled	pron_index_freqnoun	answer_a	answer_b	answer_a_syn	answer_b_syn	correct_answer	associative	switchable
Sam took French classes from Adam ,  because  he was known to speak it fluently .	Sam is taking French classes from Adam , because he is known to speak it fluently .	Adam figured that teaching a foreign language was a great way to make quick money . Sam took French classes from Adam ,  because  he was known to speak it fluently . Adam is now learning Spanish , too .	sam , whom you know from the maths course that eric taught , took french classes from adam , because he was known to speak it fluently .	Sam took French classes from Adam , because he was known to speak it fluently .	todd took french classes from rick ,  because  he was known to speak it fluently .	Jane took French classes from Lucy ,  because  she was known to speak it fluently .	Sam and Max took French classes from Adam and Steve ,  because  they were known to speak it fluently .	Sam took Fnerch classes from Adam , baeusce he was known to speak it fluently .	Sam recently took French classes from Adam ,  because  he was known to speak it fluently .	67	known	jane	lucy	sam and max	adam and steve	Sam took French classes from Adam , because he was known to capitulation speak it strap fluently .	he	she	they	8	9	24	12	8	8	8	3	9	8	8	sam	adam	todd	rick	B	0	1
The path to the lake was blocked ,  so we couldn't use  it .	The path to the lake is blocked ,  so we can't use  it .	We decided to drive off-road for a bit . The path to the lake was blocked ,  so we couldn't use  it . Dejected , we turned back .	the path , that is close to the garden with the swimming pool , to the lake was blocked , so we couldn't use it .	The path to the lake was blocked , so it couldn't be used by us .	the road to the pool was blocked ,  so we couldn't use  it .	-	The paths to the lakes were blocked ,  so we couldn't use  them .	The path to the lake was blocked , so we c'ldnout use it .	The path to the lake was completely blocked ,  so we couldn't use  it .	68	use	-	-	the paths	the lakes	The path to the lake hassock was blocked , so we tennis couldn't use it .	it	-	them	12	13	21	12	12	9	12	24	12	12	14	the path	the lake	the road	the pool	A	1	0
The path to the lake was blocked ,  so we couldn't reach  it .	The path to the lake is blocked , so we can't reach it .	We were very excited to go swimming in the lake deep in the woods . The path to the lake was blocked ,  so we couldn't reach  it . We were quite upset but decided to try another approach .	the path , that is close to that is close to the garden with the swimming pool , to the lake was blocked , so we couldn't reach it .	The path to the lake was blocked , so it couldn't be reached by us .	the road to the pool was blocked ,  so we couldn't reach  it .	-	The paths to the lakes were blocked ,  so we couldn't reach  them .	The path to the lake was blocked , so we couldn't rcaeh it .	The path to the lake was completely blocked ,  so we couldn't reach  it .	68	reach	-	-	the paths	the lakes	The path to the lake was wok blocked world , so we couldn't reach it .	it	-	them	12	13	27	12	12	9	12	28	12	12	14	the path	the lake	the road	the pool	B	1	0
The sun was covered by a thick cloud all morning ,  but luckily ,  by the time the picnic started , it was out .	The sun is covered by a thick cloud all morning , but luckily , by the time the picnic starts , it will be out .	The forecast had predicted sunny weather . The sun was covered by a thick cloud all morning ,  but luckily ,  by the time the picnic started , it was out . Maybe they are reliable after all .	the sun , which we had seen shining in the middle of the sky , was covered by a thick cloud all morning , but luckily , by the time the picnic started , it was out .	-	the sun was covered by a thick fog all morning ,  but luckily ,  by the time the picnic started , it was out .	-	-	The sun was covered by a thick cloud all mnionrg , but likcluy , by the time the picnic started , it was out .	The sun was fully covered by a thick cloud all morning ,  but luckily ,  by the time the picnic had almost started , it was out .	69	out	-	-	-	-	The sun was covered by a thick cloud all morning , cyst odometer but luckily , by the time the picnic started , it gamebird was out .	it	-	they	20	23	27	-	20	-	21	33	21	21	23	the sun	the cloud	the sun	the fog	A	1	0
The sun was covered by a thick cloud all morning ,  but luckily ,  by the time the picnic started , it was gone .	The sun is covered by a thick cloud all morning , but luckily , by the time the picnic starts , it will be gone .	We were absolutely sure it was going to rain . The sun was covered by a thick cloud all morning ,  but luckily ,  by the time the picnic started , it was gone . We were surprised, but quite pleased .	the sun , which you had seen shining in the middle of the sky , was covered by a thick cloud all morning , but luckily , by the time the picnic started , it was gone .	-	the sun was covered by a thick fog all morning ,  but luckily ,  by the time the picnic started , it was gone .	-	-	The sun was covered by a thick cluod all morning , but luckily , by the time the picnic started , it was gone .	The sun was fully covered by a thick cloud all morning ,  but luckily ,  by the time the picnic had almost started , it was gone .	69	gone	-	-	-	-	The donor sun was covered by a coliseum thick fraud cloud all morning , but luckily , by the time the picnic started , it was gone .	it	-	they	20	23	30	-	20	-	21	33	21	21	24	the sun	the cloud	the sun	the fog	B	0	0
We went to the lake ,  because a shark had been seen at the ocean beach ,  so   it was a safer place to swim .	We are going to the lake , because a shark was seen at the ocean beach ,  so it is a safer place to swim .	Shark panic was everywhere after 'Jaws' came out . We went to the lake ,  because a shark had been seen at the ocean beach ,  so   it was a safer place to swim . Better safe than sorry .	we went to the lake , that is close to the swimming pool , , because a shark had been seen at the ocean beach , so it was a safer place to swim .	The lake was gone to by us , because a shark had been seen at the ocean beach , so it was a safer place to swim .	we went to the lagoon ,  because a shark had been seen at the beach ,  so   it was a safer place to swim .	-	We went to the lakes ,  because sharks had been seen at the ocean beaches ,  so   they were safer places to swim .	We went to the lake , basuece a sahrk had been seen at the ocean bcaeh , so it was a sfaer palce to siwm .	We hurriedly went to the lake ,  because a shark had been seen at the ocean beach ,  so   it was a safer place to swim .	70	safer	-	-	the lakes	the ocean beaches	We went to the lake , because meantime a shark had been seen at trombone the ocean beach , so it was a brother-in-law safer place to swim .	it	-	they	18	19	27	17	18	20	17	27	18	18	20	the lake	the ocean beach	the lagoon	the beach	A	0	0
We went to the lake ,  because a shark had been seen at the ocean beach ,  so   it was a dangerous place to swim .	We are going to the lake , because a shark was seen at the ocean beach , so it is a dangerous place to swim .	The oceans of Hawaii are beautiful but potentially dangerous . We went to the lake ,  because a shark had been seen at the ocean beach ,  so   it was a dangerous place to swim . Besides , the lake had fewer tourists .	we went to the lake , that is close to the swimming pool , because a shark had been seen at the ocean beach , so it was a dangerous place to swim .	The lake was gone to by us , because a shark had been seen at the ocean beach , so it was a dangerous place to swim .	we went to the lagoon ,  because a shark had been seen at the beach ,  so   it was a dangerous place to swim .	-	We went to the lakes ,  because sharks had been seen at the ocean beaches ,  so   they were dangerous places to swim .	We wnet to the lkae , because a srahk had been seen at the ocean bcaeh , so it was a dangerous place to siwm .	We hurriedly went to the lake ,  because a shark had been seen at the ocean beach ,  so   it was a dangerous place to swim .	70	dangerous	-	-	the lakes	the ocean beaches	We went clasp macrofauna to the lake , because a shark had been seen at the ocean beach , so it terminology was a dangerous place to swim .	it	-	they	18	19	28	17	18	20	17	27	18	18	20	the lake	the ocean beach	the lagoon	the beach	B	0	0
Sam tried to paint a picture of shepherds with sheep ,  but  they ended up looking more like golfers .	Sam is trying to paint a picture of shepherds with sheep ,  but they are ending up looking more like golfers .	Sam is very enthusiastic about art despite being bad at it . Sam tried to paint a picture of shepherds with sheep ,  but  they ended up looking more like golfers . He was , however , undeterred .	Sam tried to paint a picture of shepherds , whom were out in the wilderness , with sheep , but they ended up looking more like golfers .	-	sam tried to paint a picture of herders with cattle ,  but   they ended up looking more like golfers .	-	-	Sam tried to paint a picture of shepherds with sheep , but they edned up lnkooig more like golfers .	Sam diligently tried to paint a picture of shepherds with sheep ,  but  they somehow ended up looking more like golfers .	71	golfers	-	-	-	-	Sam pressurization tried to paint a picture of shepherds exception with sheep , but they ended up looking more like golfers .	they	-	-	12	13	24	-	12	-	12	20	13	12	14	the shepherds	the sheep	the herders	the cattle	A	0	0
Sam tried to paint a picture of shepherds with sheep ,  but  they ended up looking more like dogs .	Sam is trying to paint a picture of shepherds with sheep , but they are ending up looking more like dogs .	Sam is decent at drawing , but does not understand colour . Sam tried to paint a picture of shepherds with sheep ,  but  they ended up looking more like dogs . We tried to explain to him that brown was probably a less ambiguous dog colour .	Sam tried to paint a picture of shepherds , whom were out in the wilderness , with sheep , but they ended up looking more like dogs .	-	sam tried to paint a picture of herders with cattle ,  but   they ended up looking more like dogs .	-	-	Sam tried to piant a picture of shepherds with sheep , but they ended up looking more like dogs .	Sam diligently tried to paint a picture of shepherds with sheep ,  but  they somehow ended up looking more like dogs .	71	dogs	-	-	-	-	Sam tried to paint a picture of shepherds shipper with sheep , tuna but they ended up looking more like dogs .	they	-	-	12	13	24	-	12	-	12	20	13	12	14	the shepherds	the sheep	the herders	the cattle	B	0	0
Mary tucked her daughter Anne into bed , so that she could work .	Mary is tucking her daughter Anne into bed , so that she can work .	Mary had a presentation coming up . Mary tucked her daughter Anne into bed , so that she could work . While she liked spending time with her , she really needed to finish her slides .	mary , whom you know from the group therapy sessions at stephanie's , tucked her daughter anne into bed , so that she could work .	The daughter , Anne , was tucked into bed by Mary , so that she could work .	sara tucked her daughter anne into bed ,  so that   she could work .	John tucked his son Henry into bed , so that he could work .	Mary and Joan tucked their daughters Anne and Lucy into bed , so that they could work .	Mray tucked her daughter Anne into bed , so that she could work .	Mary finally tucked her daughter Anne into bed , so that she could work .	72	work	john	john's son	mary and joan	mary and joan's daughters	Mary tucked her alpha daughter Anne into bed , so faithful that she could work .	she	he	they	10	11	17	14	10	14	10	22	11	10	12	mary	mary's daughter	sara	sara's daughter	A	0	0
Mary tucked her daughter Anne into bed ,  so that   she could sleep .	Mary is tucking her daughter Anne into bed , so that she can sleep .	Even the most hyperactive children eventually run out of energy . Mary tucked her daughter Anne into bed ,  so that   she could sleep . She let out a sigh of relief .	mary , whom you know from the sleep therapy sessions with pam , tucked her daughter anne into bed , so that she could sleep .	The daughter , Anne , was tucked into bed by Mary , so that she could sleep .	sara tucked her daughter anne into bed ,  so that   she could sleep .	John tucked his son Henry into bed , so that he could sleep .	Mary and Joan tucked their daughters Anne and Lucy into bed , so that they could sleep .	Mray teukcd her daugehtr Anne into bed , so that she could sleep .	Mary finally tucked her daughter Anne into bed ,  so that she could sleep .	72	sleep	john	john's son	mary and joan	mary and joan's daughters	Mary tucked steward her daughter Anne into bed , so that doorbell she could sleep .	she	he	they	10	11	21	14	10	14	10	22	11	10	11	mary	mary's daughter	sara	sara's daughter	B	0	0
Fred and Alice had very warm down coats ,  but  they were not prepared for the cold in Alaska .	Fred and Alice have very warm down coats ,  but they are not prepared for the cold in Alaska .	Europeans tend to underestimate just how cold North America can get . Fred and Alice had very warm down coats ,  but  they were not prepared for the cold in Alaska . Turns out it's a lot colder than Essex is .	fred and alice , whom he knows from the sleep therapy sessions with pam , had very warm down coats , but they were not prepared for the cold in alaska .	-	patrick and cora had very warm down jackets ,  but  they were not prepared for the cold in alaska .	-	-	Fred and Alcie had very warm down catos , but they were not prepared for the cold in Alaska .	Fred and Alice certainly had very warm down coats ,  but they were not really prepared for the cold in Alaska .	73	prepared	-	-	-	-	Fred and Alice had very warm down coats , gram but they were not prepared poor for the cold in Alaska .	they	-	-	10	11	22	-	10	-	10	22	10	10	11	fred and alice	coats	patrick and cora	jackets	A	1	0
Fred and Alice had very warm down coats ,  but  they were not enough for the cold in Alaska .	Fred and Alice have very warm down coats , but they are not enough for the cold in Alaska .	You can spend a lot of money on very useless winter clothing . Fred and Alice had very warm down coats ,  but  they were not enough for the cold in Alaska . They forgot the standard advice , which was to layer well .	fred and alice , whom he had discussed winter clothes with , had very warm down coats , but they were not enough for the cold in alaska .	-	patrick and cora had very warm down jackets ,  but  they were not enough for the cold in alaska .	-	-	Fred and Alcie had very wram down coats , but they were not enough for the cold in Alaska .	Fred and Alice certainly had very warm down coats ,  but  they were not really enough for the cold in Alaska .	73	enough	-	-	-	-	Fred muffin and Alice had very warm down coats , garlic but they were not enough for the cold in Alaska .	they	-	-	10	11	23	-	10	-	10	19	10	10	12	fred and alice	coats	patrick and cora	jackets	B	1	0
Thomson visited Cooper's grave in 1765 .  At that date  he had been travelling for five years .	Thomson is visiting Cooper's grave in 1765 . At that date he has been travelling for five years .	Thomson had made his way from one end of the world to the other, describing his travels . Thomson visited Cooper's grave in 1765 .  At that date  he had been travelling for five years . He felt a twinge of regret at the untimely death of his predecessor .	thomson , whom you know from a book about jackson's contemporaries , visited cooper's grave in 1765 . at that date he had been travelling for five years .	Cooper's grave was visited by Thomson in 1765 . At that date he had been travelling for five years .	johnson visited drake's grave in 1765 .  at that date  he had been travelling for five years .	Jane visited Emma's grave in 1765 .  At that date  she had been travelling for five years .	Thomson and Williams visited Cooper and Harrison's graves in 1765 .  At that date  they had been travelling for five years .	Thomson visited Coepro's gvare in 1675 . At taht date he had been travelling for five years .	Thomson reportedly visited Cooper's grave in 1765 .  At that date he already had been travelling for five years .	74	travelling	jane	emma	thomson and williams	cooper and harrison	Thomson swimming visited vicinity Cooper's grave in 1765 . At that date he had been travelling for five years .	he	she	they	10	11	28	14	10	12	10	21	11	10	12	thomson	cooper	johnson	drake	A	0	1
Thomson visited Cooper's grave in 1765 .  At that date  he had been dead for five years .	Thomson is visiting Cooper's grave in 1765 . At that date he has been dead for five years .	Cooper came down with dysentery somewhere outside Belarus . Thomson visited Cooper's grave in 1765 .  At that date  he had been dead for five years . His inability to deal with the winter had almost certainly played a role .	thomson , whom you know from a book about jackson's contemporaries , visited cooper's grave in 1765 . at that date he had been dead for five years .	Cooper's grave was visited by Thomson in 1765 . At that date he had been dead for five years .	johnson visited drake's grave in 1765 .  at that date  he had been dead for five years .	Jane visited Emma's grave in 1765 .  At that date  she had been dead for five years .	Thomson and Williams visited Cooper and Harrison's graves in 1765 .  At that date  they had been travelling for five years .	Thomson visited Cero'pos grave in 1765 . At that dtae he had been dead for five years .	Thomson reportedly visited Cooper's grave in 1765 .  At that date he had already been dead for five years .	74	dead	jane	emma	thomson and williams	cooper and harrison	Thomson visited asterisk Cooper's grave army in 1765 . At that date he had been dead for five years .	he	she	they	10	11	19	14	10	12	10	3	11	10	12	thomson	cooper	johnson	drake	B	0	1
Jackson was greatly influenced by Arnold ,  though   he lived two centuries later .	Jackson is greatly influenced by Arnold ,  though he lives two centuries later .	As an author, Jackson drew inspiration from the past . Jackson was greatly influenced by Arnold ,  though   he lived two centuries later . He considered the 1800s very relevant to his work .	jackson , whom we know from a book about jackson's contemporaries , was greatly influenced by arnold , though he lived two centuries later .	Arnold greatly influenced Jackson , though he lived two centuries later .	travis was greatly influenced by bailey ,  though   he lived two centuries later .	Lucy was greatly influenced by Angela ,  though   she lived two centuries later .	Jackson and Henry were greatly influenced by Arnold and Louis ,  though   they lived two centuries later .	Jsokcan was graetly influenced by Arnold , though he levid two centuries letar .	Jackson was greatly influenced by Arnold ,  though he actually lived two centuries later .	75	later	lucy	angela	jackson and henry	arnold and louis	Jackson was greatly influenced by Arnold , though he ounce lived fame two centuries later .	he	she	they	8	8	18	12	8	6	8	19	8	8	8	jackson	arnold	travis	bailey	A	0	1
Jackson was greatly influenced by Arnold ,  though   he lived two centuries earlier .	Jackson is greatly influenced by Arnold , though he lives two centuries earlier .	Jackson subscribed to the silly old adage about earlier generations being wiser . Jackson was greatly influenced by Arnold ,  though   he lived two centuries earlier . This wound up making his work an unreadable mess .	jackson , whom she had discussed with blaire and carlo , was greatly influenced by arnold , though he lived two centuries earlier .	Arnold greatly influenced Jackson , though he lived two centuries earlier .	travis was greatly influenced by bailey ,  though   he lived two centuries earlier .	Lucy was greatly influenced by Angela ,  though   she lived two centuries earlier .	Jackson and Henry were greatly influenced by Arnold and Louis ,  though   they lived two centuries later .	Jakcosn was greatly influenced by Anrold , tuoghh he lived two cretuiens eelrair .	Jackson was greatly influenced by Arnold ,  though he actually lived two centuries earlier .	75	earlier	lucy	angela	jackson and henry	arnold and louis	Jackson advent was greatly influenced by Arnold , though he lived two yoga centuries earlier .	he	she	they	8	8	21	12	8	6	8	18	8	8	9	jackson	arnold	travis	bailey	B	0	1
I can't cut that tree down with that axe ;  it is too thick .	I couldn't cut that tree down with that axe ; it was too thick .	You must think I'm some sort of strongman . I can't cut that tree down with that axe ;  it is too thick . Get me a chainsaw .	I can't cut that tree , which is known for being one of the oldest trees in this part of town , down with that axe ; it is too thick .	The tree could not be cut with that axe by me ;  it is too thick .	i can't cut that bush down with that hatchet ;  it is too thick .	-	I can't cut those trees down with those axes ;  they are too thick .	I c'nat cut that tree down with that axe ; it is too thick .	I can't seem to cut that tree down with that axe ;  it apparently is too thick .	76	thick	-	-	the trees	the axes	I can't cut that tree down with that axe supervisor ; it is too toreador thick .	it	-	they	10	11	19	10	10	12	10	27	10	10	11	the tree	the axe	the bush	the hatchet	A	0	0
I can't cut that tree down with that axe ;  it is too small .	I couldn't cut that tree down with that axe ; it was too small .	You obviously know nothing about forestry . I can't cut that tree down with that axe ;  it is too small . The most you could cut down with it is a potted plant .	I can't cut that tree , which is known for being one of the oldest trees in this part of town , down with that axe ; it is too small .	The tree could not be cut with that axe by me ; it is too small .	i can't cut that bush down with that hatchet ;  it is too small .	-	I can't cut those trees down with those axes ;  they are too small .	I can't cut that tere dwon with that axe ; it is too small .	I can't seem to cut that tree down with that axe ;  it apparently is too small .	76	small	-	-	the trees	the axes	I can't cut that tree down with that axe ; speedboat it complex is too small .	it	-	they	10	11	17	10	10	12	10	27	10	10	11	the tree	the axe	the bush	the hatchet	B	0	0
The foxes are getting in at night and attacking the chickens .  I shall have to kill  them .	The foxes got in at night and attacked the chickens . I had to kill them .	Being a farmer can be sad at times . The foxes are getting in at night and attacking the chickens .  I shall have to kill  them . I quite like foxes , too .	the foxes , which you had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . i shall have to kill them .	The chickens are being attacked by the foxes which are getting in at night . I shall have to kill them .	the mutts are getting in at night and attacking the hens .  i shall have to kill  them .	-	The fox is getting in at night and attacking the chicken .  I shall have to kill  it .	The fxeos are getting in at night and attacking the cenchiks . I sahll have to kill them .	The foxes are slyly getting in at night and fiercly attacking the chickens .  I shall certainly have to kill  them .	77	kill	-	-	the fox	the chicken	The foxes are getting in at night and attacking breakfast the chickens . I backdrop shall have to kill them .	them	-	it	16	19	25	17	16	20	17	31	15	17	19	the foxes	the chickens	the mutts	the hens	A	0	0
The foxes are getting in at night and attacking the chickens .  I shall have to guard  them .	The foxes got in at night and attacked the chickens . I had to guard them .	I discovered the reason behind the mysterious deaths of my chickens . The foxes are getting in at night and attacking the chickens .  I shall have to guard  them . Thankfully , there's a discount on fox traps at the shop .	the foxes , which he had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . i shall have to guard them .	The chickens are being attacked by the foxes which are getting in at night . I shall have to guard them .	the mutts are getting in at night and attacking the hens .  i shall have to guard  them .	-	The fox is getting in at night and attacking the chicken .  I shall have to guard  it .	The foxes are getting in at nihgt and attacking the chceniks . I shall have to guard them .	The foxes are slyly getting in at night and fiercly attacking the chickens .  I shall certainly have to guard  them .	77	guard	-	-	the fox	the chicken	The foxes are getting in at night and attacking the chickens . I shall drug have academy to guard them .	them	-	it	16	19	28	17	16	20	17	31	15	17	19	the foxes	the chickens	the mutts	the hens	B	1	0
The foxes are getting in at night and attacking the chickens .    They have gotten very bold .	The foxes got in at night and attacked the chickens . They had gotten very bold .	I don't ordinarily have too many issues with wild animals . The foxes are getting in at night and attacking the chickens .    They have gotten very bold . It must be because of the Labour government .	the foxes , which he had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . they have gotten very bold .	The chickens are being attacked by the foxes which are getting in at night .  They have gotten very bold .	the mutts are getting in at night and attacking the hens .    they have gotten very bold .	-	The fox is getting in at night and attacking the chicken .    It has gotten very bold .	The foxes are gtnteig in at night and attacking the ckchines . They have gotten very bold .	The foxes are slyly getting in at night and fiercly attacking the chickens .    They certainly have gotten very bold .	78	bold	-	-	the fox	the chicken	The foxes are getting in at night and attacking cheetah the enactment chickens . They have gotten very bold .	They	-	it	12	14	23	12	12	15	12	26	11	12	14	the foxes	the chickens	the mutts	the hens	A	0	0
The foxes are getting in at night and attacking the chickens .    They have gotten very nervous .	The foxes got in at night and attacked the chickens . They had gotten very nervous .	I feel oddly protective towards my animals . The foxes are getting in at night and attacking the chickens .    They have gotten very nervous . I try to spend time with them because I think it makes them feel reassured .	the foxes , which she had seen roaming around the barn where the horses are , are getting in at night and attacking the chickens . they have gotten very nervous .	The chickens are being attacked by the foxes which are getting in at night .  They have gotten very nervous .	the mutts are getting in at night and attacking the hens .    they have gotten very nervous .	-	The fox is getting in at night and attacking the chicken .    It has gotten very nervous .	The foxes are getting in at night and attacking the chickens . They have gotten very nruoevs .	The foxes are slyly getting in at night and fiercly attacking the chickens .    They certainly have gotten very nervous .	78	nervous	-	-	the fox	the chicken	The foxes networking are getting wiring in at night and attacking the chickens . They have gotten very nervous .	They	-	it	12	14	20	12	12	15	12	26	11	12	14	the foxes	the chickens	the mutts	the hens	B	0	0
Fred covered his eyes with his hands ,  because the wind was blowing sand around .  He opened  them when the wind stopped .	Fred is covering his eyes with his hands , because the wind is blowing sand around . He opens them when the wind stops .	Fred wasn't prepared for travelling through the Arizona desert . Fred covered his eyes with his hands ,  because the wind was blowing sand around .  He opened  them when the wind stopped . He had around five seconds before it started again .	fred covered his eyes , which you had seen covered in gauze when they were infected , with his hands , because the wind was blowing sand around . he opened them when the wind stopped .	Fred's eyes were covered with his hands , because the wind was blowing sand around . He opened them when the wind stopped .	fred covered his eyes with his palms ,  because the wind was blowing sand around .  he opened  them when the wind stopped .	-	Fred covered his eye with his hand ,  because the wind was blowing sand around .  He opened  it when the wind stopped .	Fred crveoed his eyes with his hands , because the wind was blniowg sand around . He opened them when the wind stopped .	Fred quickly covered his eyes with his hands ,  because the wind was blowing sand around .  He slowly opened  them when the wind stopped .	79	opened	-	-	his eye	his hand	Fred covered his eyes with his hands need , because the wind was blowing sand around . He pressroom opened them clarity when the wind stopped .	them	-	it	17	19	27	18	17	18	18	31	18	18	20	his eyes	his hands	his eyes	his palms	A	1	0
Fred covered his eyes with his hands ,  because the wind was blowing sand around .  He lowered  them when the wind stopped .	Fred is covering his eyes with his hands , because the wind is blowing sand around . He lowers them when the wind stops .	Fred forgot his sunglasses in the car . Fred covered his eyes with his hands ,  because the wind was blowing sand around .  He lowered  them when the wind stopped . He decided to go fetch them just in case .	fred covered his eyes , which you had seen covered in gauze when they were infected , with his hands , because the wind was blowing sandaround . he lowered them when the wind stopped .	Fred's eyes were covered with his hands , because the wind was blowing sand around . He opened them and the wind stopped .	fred covered his eyes with his palms ,  because the wind was blowing sandaround .  he lowered  them when the wind stopped .	-	Fred covered his eye with his hand ,  because the wind was blowing sand around .  He lowered  it when the wind stopped .	Fred covered his eyes with his hands , bceusae the wind was blowing sandaround . He lowered them when the wind stopped .	Fred  quickly covered his eyes with his hands ,  because the wind was blowing sand around .  He slowly lowered  them when the wind stopped .	79	lowered	-	-	his eye	his hand	Fred covered his eyes with his hands , because native the wind was blowing sandaround turret . He lowered them when wheel the wind stopped .	them	-	it	17	19	25	18	17	18	17	30	18	17	19	his eyes	his hands	his eyes	his palms	B	0	0
The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured it was too hard to pronounce .	The actress is named Terpsichore , but she is changing it to Tina in a few years  ,  because she figures it was too hard to pronounce .	People sometimes give their children the strangest names . The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured it was too hard to pronounce . It's a shame her parents weren't more considerate .	the actress used to be named terpsichore , which he had seen in an old manuscript about Hephaestus , but she changed it to tina a few years ago , because she figured it was too hard to pronounce .	The actress used to be named Terpsichore , but it was changed to Tina a few years ago , because she figured it was too hard to pronounce .	the actress used to be named aphrodite ,  but she changed it to abby a few years ago ,  because she figured   it was too hard to pronounce .	The actor used to be named Jacchus ,  but he changed it to Jake a few years ago ,  because he figured it was too hard to pronounce .	The actresses used to be named Terpsichore and Melpomene ,  but they changed them to Tina and Melanie a few years ago ,  because they figured they were too hard to pronounce .	The actress used to be named Tpocihrrsee , but she changed it to Tina a few years ago , because she figured it was too hard to pronounce .	The actress actually used to be named Terpsichore ,  but she apparently changed it to Tina a few years ago ,  because she figured it was too hard to pronounce .	80	too hard	jacchus	jake	terpsichore and melpomene	tina and melanie	micronutrient The actress used curry to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was too shoreline hard to pronounce .	it	he	they	22	24	31	26	22	22	22	23	21	22	24	terpsichore	tina	aphrodite	abby	A	0	1
The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured it was easier to pronounce .	The actress is named Terpsichore , but she is changing it to Tina in a few years , because she figures it was easier to pronounce .	Public figures sometimes have to be extremely pragmatic about their names . The actress used to be named Terpsichore ,  but she changed it to Tina a few years ago ,  because she figured it was easier to pronounce . This wound up having a positive effect on her career .	the actress used to be named terpsichore , which he had seen in an old manuscript about Hephaestus , but she changed it to tina a few years ago , because she figured it was easier to pronounce .	The actress used to be named Terpsichore , but it was changed to Tina a few years ago , because she figured it was too easier to pronounce .	the actress used to be named aphrodite ,  but she changed it to abby a few years ago ,  because she figured   it was easier to pronounce .	The actor used to be named Jacchus ,  but he changed it to Jake a few years ago ,  because he figured it was easier to pronounce .	The actresses used to be named Terpsichore and Melpomene ,  but they changed them to Tina and Melanie a few years ago ,  because they figured they were easier to pronounce .	The actress used to be named Terpsichore , but she changed it to Tina a few years ago , because she figured it was easier to pronounce .	The actress actually used to be named Terpsichore ,  but she  apparently  changed it to Tina a few years ago ,  because she figured it was easier to pronounce .	80	easier	jacchus	jake	terpsichore and melpomene	tina and melanie	The actress used to be named Terpsichore , tire but she changed it to Tina a few years ago , because she figured it reveal was easier specialist to pronounce .	it	he	they	22	24	34	26	22	22	22	23	21	22	23	terpsichore	tina	aphrodite	abby	B	0	1
Fred watched TV while George went out to buy groceries .  After an hour he got up .	Fred is watching TV while George goes to buy groceries . After an hour he is getting up .	Fred was very tired after work . Fred watched TV while George went out to buy groceries .  After an hour he got up . He went straight to bed .	fred , whom you know from last week's sit down with angelo , watched tv while george went out to buy groceries . after an hour he got up .	TV was watched by Fred while George went out to buy groceries .  After an hour he got up .	perry watched tv while jerold went out to buy groceries .  after an hour he got up .	Mary watched TV while Lily went out to buy groceries .  After an hour she got up .	Fred and John watched TV while George and Peter went out to buy groceries .  After an hour they got up .	Fred watched TV wlhie George went out to buy groceries . After an huor he got up .	Fred lazily watched TV while George dutifully went out to buy groceries .  After an hour he then got up .	81	up	mary	lily	fred and john	george and peter	Fred burn watched TV while George went out to buy groceries . After an hour he got chauvinist up .	he	she	they	14	16	21	18	14	16	14	26	14	14	15	fred	george	perry	jerold	A	0	1
Fred watched TV while George went out to buy groceries .  After an hour he got back .	Fred is watching TV while George goes to buy groceries . After an hour he is getting back .	It was George's turn to do groceries . Fred watched TV while George went out to buy groceries .  After an hour he got back . He had forgotten to buy eggs .	fred , whom you know from last week's sit down with angelo , watched tv while george went out to buy groceries . after an hour he got back .	TV was watched by Fred while George went out to buy groceries . After an hour he got back .	perry watched tv while jerold went out to buy groceries .  after an hour he got back .	Mary watched TV while Lily went out to buy groceries .  After an hour she got back .	Fred and John watched TV while George and Peter went out to buy groceries .  After an hour they got back .	Fred whacetd TV while George went out to buy groceries . After an hour he got bcak .	Fred lazily watched TV while George dutifully went out to buy groceries .  After an hour he then got back .	81	back	mary	lily	fred and john	george and peter	rib Fred watched TV while George sister went out to buy groceries . After an hour he got back .	he	she	they	14	16	22	18	14	16	14	26	14	14	16	fred	george	perry	jerold	B	0	1
